solo_KillDeathRatio,solo_WinRatio,solo_Rating,solo_DamagePg,solo_HealsPg,solo_KillsPg,solo_MoveDistancePg,solo_TimeSurvivedPg
3.08,7.14,1616.65,336.8,1.14,2.86,3867.79,1302.68
5.17,33.33,1605.3,412.67,1.56,3.44,3344.77,1282.15
3.1,3.12,1655.8,326.57,1.11,3.0,2142.7,648.4
2.68,4.35,1516.15,269.84,1.22,2.57,1882.24,708.55
2.27,7.07,2353.78,239.36,1.4,2.11,3599.66,1024.2
1.24,3.76,2619.51,150.37,1.65,1.19,3149.37,974.34
4.29,15.79,2271.52,393.94,2.12,3.61,4851.7,1189.64
3.35,5.77,2028.26,359.72,0.75,3.15,2328.14,788.09
1.08,4.76,2089.72,132.7,2.31,1.02,3730.94,1331.96
14.0,40.0,1535.46,766.31,3.4,8.4,6180.71,1577.66
0.82,1.9,2534.96,95.56,1.48,0.8,4859.23,1187.78
1.92,5.36,2518.21,209.63,2.4,1.81,3448.16,1019.75
1.57,6.49,2543.04,178.04,1.4,1.47,3548.2,1256.0
5.38,18.26,2102.82,496.17,1.54,4.4,3749.04,1087.38
2.24,11.76,2096.54,241.46,1.88,1.98,5196.97,1169.78
1.53,3.96,2370.69,173.62,1.32,1.47,3531.53,1161.58
3.2,5.41,2132.59,342.8,1.92,3.03,2917.3,1073.88
1.41,0.0,1401.04,176.39,1.0,1.41,2506.95,859.21
2.18,4.76,2212.22,228.07,1.89,2.08,2196.43,972.36
3.26,6.9,1910.82,341.91,2.62,3.03,2713.1,861.39
1.76,0.0,1426.79,224.93,1.29,1.76,2957.17,1105.51
3.19,3.75,2291.22,334.26,1.45,3.08,2101.29,639.7
1.45,1.75,2176.39,186.79,1.46,1.42,2898.32,1177.48
0.96,0.35,2305.84,120.33,1.07,0.96,2292.46,853.36
3.29,12.5,1261.17,274.75,0.12,2.88,1263.67,961.53
1.07,0.0,1843.91,132.83,1.32,1.07,2061.0,793.56
2.68,5.38,2241.68,287.35,1.96,2.54,2390.24,777.63
1.57,6.67,2155.36,187.01,2.22,1.47,4452.65,1169.67
1.2,4.96,2544.9,143.07,1.25,1.14,4210.86,1154.12
1.44,2.67,2179.25,163.05,1.72,1.4,2706.3,936.64
2.37,6.25,1977.29,272.02,1.46,2.22,2283.16,796.76
1.61,6.06,1897.8,199.14,1.24,1.52,2764.29,1151.4
2.12,12.12,2565.62,241.91,2.41,1.86,4467.03,1242.9
1.55,2.64,2546.19,202.47,1.3,1.51,4465.26,1101.28
1.36,3.45,2100.03,145.75,1.6,1.31,3226.64,1086.01
1.46,1.45,2535.62,189.22,1.32,1.44,2105.36,868.92
0.99,2.82,1625.08,117.14,2.27,0.96,1708.99,773.98
1.42,0.0,1696.44,164.26,0.81,1.42,2744.4,908.61
1.79,0.0,1569.23,251.79,2.21,1.79,5275.68,1352.28
1.66,4.49,2339.18,201.87,1.81,1.58,2081.26,881.34
2.96,8.62,2131.48,298.86,1.09,2.71,2280.02,1037.13
2.29,5.41,2307.05,237.65,0.95,2.16,2151.79,746.38
2.82,11.43,2227.95,295.71,4.36,2.5,4499.08,1268.41
1.55,8.33,1949.79,171.43,1.83,1.42,5514.63,1167.28
3.67,17.79,2543.3,328.79,5.63,3.02,5444.72,1424.02
1.09,3.77,2386.54,127.69,1.75,1.05,3459.31,1085.1
3.29,22.22,1520.38,284.3,2.11,2.56,4782.59,1158.2
1.36,0.0,1653.27,150.46,0.64,1.36,2670.3,1107.01
1.26,2.13,2406.77,148.91,1.43,1.23,3074.85,799.3
1.75,4.23,2260.6,200.42,1.1,1.68,3568.19,1138.88
1.3,4.97,2524.06,177.84,4.93,1.24,6234.01,1314.69
1.16,0.97,2550.6,144.55,1.1,1.15,1849.61,660.23
0.81,2.33,2494.24,104.02,1.18,0.8,2632.78,1027.54
0.67,0.0,1287.19,120.3,0.56,0.67,2091.33,981.37
2.52,8.7,2392.76,264.05,1.78,2.3,3633.32,1004.51
2.97,5.33,2261.36,340.39,1.75,2.81,3499.74,1084.28
3.9,10.4,2703.0,393.06,1.93,3.49,3351.04,1061.88
0.83,0.0,1299.22,91.52,0.17,0.83,3116.53,1144.4
1.16,0.76,2120.03,128.39,1.43,1.15,2084.27,802.88
4.72,13.33,1993.93,459.4,2.07,4.09,4234.23,1125.0
1.73,3.7,2510.49,196.7,1.22,1.67,3016.6,1094.99
0.77,0.0,1222.58,103.4,0.81,0.77,1548.71,692.55
1.34,6.56,2241.6,146.44,1.3,1.25,3092.51,970.35
3.67,8.51,2090.69,354.13,0.66,3.36,2485.23,679.83
2.29,6.67,1708.08,242.97,1.87,2.13,5332.0,1300.6
1.13,2.67,2690.56,145.3,1.75,1.1,4046.3,1065.38
8.25,33.33,1495.02,505.5,0.67,5.5,4168.58,1524.95
1.75,11.11,1444.05,187.33,1.11,1.56,2941.66,1231.07
2.78,6.9,2067.74,278.92,1.97,2.59,3131.48,1209.76
2.12,3.7,2534.07,232.25,2.22,2.04,4107.06,1087.58
1.46,3.7,1659.97,183.69,2.3,1.41,2835.87,952.53
3.81,22.67,2086.07,336.72,1.03,2.95,2969.93,1178.08
1.56,5.49,2450.13,185.41,0.95,1.47,3938.86,995.86
3.91,15.38,1680.01,366.16,2.92,3.31,5032.46,1127.78
1.44,3.57,1457.56,177.71,0.86,1.39,2708.24,776.41
2.2,7.41,1927.44,236.63,1.37,2.04,4506.07,1227.54
2.13,3.79,2546.72,254.51,1.41,2.05,2561.59,888.26
3.35,3.12,1752.92,341.61,1.34,3.25,2338.99,842.89
1.01,0.64,2128.55,118.84,0.76,1.0,2517.74,870.99
2.26,3.16,2064.13,265.65,1.58,2.19,3129.61,876.34
1.14,0.94,1745.56,131.67,0.86,1.13,1516.59,625.67
1.95,10.42,2081.58,204.16,0.96,1.75,2785.59,900.93
1.86,0.0,1616.72,213.5,1.55,1.86,3253.71,1017.54
2.77,14.23,2913.19,285.87,2.41,2.38,6014.48,1425.07
1.57,13.68,2673.74,183.14,2.15,1.36,8475.01,1533.55
1.69,4.64,2651.76,211.77,1.56,1.61,5801.44,1313.17
1.81,11.11,2102.6,181.36,0.83,1.61,3281.61,1006.88
1.11,0.75,1981.13,131.41,1.12,1.1,2018.34,681.87
2.08,0.0,1423.48,231.45,0.83,2.08,1509.21,734.82
2.0,3.39,2360.92,217.68,2.42,1.93,3945.91,1138.22
3.44,12.15,2575.0,331.35,2.14,3.02,3946.16,1236.7
1.13,0.0,2354.59,133.49,1.35,1.13,2953.87,990.92
1.17,5.41,2274.49,131.0,1.11,1.11,4060.12,1091.56
1.55,1.59,1941.35,185.51,2.38,1.52,4073.71,1112.77
1.71,7.23,2515.85,186.71,1.69,1.59,3332.58,1036.39
3.0,33.33,1337.78,223.11,3.67,2.0,2372.97,1144.58
7.86,22.22,1484.52,660.94,2.89,6.11,3398.02,1537.2
2.5,0.0,1920.75,289.43,1.92,2.5,3647.2,1175.84
3.1,10.45,2539.11,320.09,1.67,2.78,4252.22,1293.62
1.37,0.0,1570.41,157.27,1.53,1.37,2201.42,805.78
7.17,27.27,1861.22,576.8,1.09,5.21,5528.88,1378.89
6.39,17.86,2518.27,571.93,2.15,5.25,3934.81,1151.57
3.56,17.07,2389.68,355.1,2.2,2.95,3983.11,1244.3
1.07,0.93,2488.53,125.57,1.67,1.06,2639.46,953.15
2.37,4.65,2168.46,259.3,2.33,2.26,3427.52,1046.18
0.74,2.04,2075.54,106.37,2.16,0.73,2567.31,924.73
3.38,12.79,2510.42,336.4,5.59,2.95,4837.48,1208.06
2.54,10.84,2312.27,246.37,1.75,2.27,4072.62,1139.43
1.83,3.23,1725.62,205.9,0.9,1.77,2917.18,866.43
2.83,5.45,2506.15,324.93,2.0,2.68,3585.7,1078.17
1.64,6.13,2641.43,189.62,2.86,1.54,4435.66,1176.55
1.4,2.27,1628.9,156.92,0.89,1.36,2352.43,908.84
1.15,1.39,2225.15,128.97,0.72,1.14,6307.45,1064.23
2.07,3.33,1750.74,251.27,1.63,2.0,2793.94,907.53
2.43,9.62,2366.04,260.27,1.92,2.19,3636.48,1193.11
1.05,5.0,1549.65,123.25,1.05,1.0,3481.31,1110.09
1.42,5.88,1604.61,163.64,0.78,1.33,1815.82,699.09
2.67,25.0,1389.95,214.74,1.0,2.0,3275.98,1414.52
1.69,2.7,1414.43,181.75,0.92,1.65,2205.45,751.48
2.18,4.58,2523.95,228.56,3.04,2.08,4073.59,1213.57
5.43,26.5,2523.83,466.34,1.6,3.99,4673.62,1286.18
0.0,0.0,1184.53,0.0,0.0,0.0,533.7,425.91
1.03,0.42,2541.03,131.11,1.0,1.02,3573.88,982.51
4.67,25.0,1399.32,321.78,0.75,3.5,3857.36,1300.36
3.78,17.78,2428.93,363.19,2.0,3.11,3225.6,1065.8
1.34,3.33,2528.35,177.71,1.25,1.29,5256.67,1172.81
3.73,6.25,1802.82,413.55,3.5,3.5,6331.59,1355.18
1.24,1.16,1932.48,150.12,1.7,1.22,1607.11,790.52
12.0,50.0,1377.92,616.11,0.5,6.0,5803.3,1682.18
2.3,7.89,1955.24,230.95,0.91,2.12,2470.88,879.19
1.95,4.35,1652.97,196.62,2.3,1.87,2396.07,913.9
1.04,2.29,2522.91,124.71,1.52,1.01,3093.36,915.67
3.15,12.9,2291.15,318.81,2.58,2.74,4162.04,1196.21
2.79,0.0,1675.87,333.51,1.29,2.79,4924.37,1527.93
1.2,6.25,1563.25,127.05,0.78,1.12,2661.61,814.06
1.67,0.0,1360.97,173.94,1.73,1.67,1868.08,866.41
1.47,1.5,2346.34,163.88,1.49,1.44,2417.85,832.84
1.32,1.79,2195.63,163.0,1.56,1.29,2551.84,883.33
3.17,12.2,2512.25,323.4,1.68,2.79,3537.75,1118.26
1.98,3.7,1971.57,219.1,1.41,1.91,2088.41,799.46
8.33,57.14,1600.28,353.65,0.29,3.57,6100.47,1305.05
1.37,0.64,2360.75,164.44,1.08,1.36,2401.76,854.05
3.26,9.52,1786.31,335.15,2.1,2.95,3429.88,1194.91
2.0,6.25,1503.21,212.65,0.62,1.88,4281.49,961.11
0.91,0.0,2234.63,112.5,1.01,0.91,2087.21,763.1
2.0,7.41,1989.53,229.1,1.56,1.85,3633.57,1297.82
2.92,9.09,2210.75,290.99,1.59,2.66,2031.37,1037.48
2.55,8.89,2521.4,273.1,1.79,2.32,5136.85,1363.39
2.1,4.17,2208.69,230.68,1.27,2.01,3400.21,938.18
6.6,28.57,1634.66,529.97,0.57,4.71,4198.74,1385.58
4.44,18.18,1559.56,451.09,3.45,3.64,3865.76,1640.96
3.54,13.64,2215.67,329.29,1.98,3.06,3077.64,1030.42
2.62,15.0,2278.08,269.62,2.4,2.22,4143.76,1282.99
1.68,1.56,2235.33,197.55,1.67,1.66,2887.26,952.12
1.9,7.39,2522.79,206.79,1.09,1.76,5086.68,1212.28
3.73,22.58,2643.31,335.21,2.11,2.89,4355.76,1419.43
7.0,50.0,1325.37,346.81,2.5,3.5,4258.93,1609.88
2.51,14.53,2530.83,242.47,2.22,2.15,6601.07,1422.15
4.36,15.38,1538.92,386.62,2.38,3.69,4945.13,1249.07
5.08,20.0,1647.15,479.38,1.33,4.07,3248.03,1391.35
4.57,12.5,1541.32,379.04,2.12,4.0,3165.23,1389.72
2.75,11.76,2271.81,268.77,1.31,2.43,2946.15,1087.26
1.83,3.03,2285.21,210.04,1.15,1.77,3002.03,1012.96
1.01,0.0,2353.34,118.05,1.28,1.01,1923.02,793.98
3.29,12.5,1344.63,296.08,0.62,2.88,1919.83,777.12
3.11,10.0,1422.85,276.39,2.3,2.8,2838.59,776.09
2.63,9.85,2492.56,279.32,1.61,2.37,4627.44,1182.34
1.7,2.53,2547.14,204.26,1.69,1.66,3523.14,1048.1
1.8,11.76,1583.42,201.78,0.82,1.59,4020.4,1211.55
3.79,15.29,2143.67,358.03,1.69,3.21,5293.67,1196.69
2.23,10.74,2557.68,223.59,1.47,1.99,4514.24,1399.12
1.23,4.26,2537.21,155.94,1.77,1.18,5328.61,1258.76
2.59,10.2,2453.92,269.26,3.05,2.33,3342.79,1174.57
1.49,2.35,2516.96,172.66,1.63,1.46,2225.75,1001.21
1.3,2.22,2433.04,162.68,1.56,1.27,2344.63,897.65
1.72,3.39,2144.62,204.35,0.93,1.66,3334.34,1091.49
3.91,15.38,1437.12,342.44,2.0,3.31,7406.7,1185.54
3.7,13.16,1829.22,336.05,1.16,3.21,2905.0,983.31
1.53,0.89,1693.62,177.87,2.23,1.52,2573.3,843.88
1.41,2.11,2510.96,161.16,0.91,1.38,2020.63,768.87
1.95,2.63,2287.0,230.84,0.97,1.89,5236.47,1253.69
2.09,8.11,1984.4,234.2,1.89,1.92,2347.85,1035.31
1.7,3.85,1999.22,201.99,1.52,1.63,3593.13,956.91
2.65,5.16,2354.31,283.73,1.13,2.51,3277.21,864.77
1.08,2.74,2180.18,129.97,1.18,1.05,1402.48,786.32
1.16,3.35,2567.18,153.31,1.28,1.12,3230.07,1065.18
1.19,0.85,2112.29,149.39,1.88,1.18,1683.9,774.07
2.43,14.29,2558.79,238.91,0.91,2.09,3103.63,1473.21
1.74,2.78,1853.3,200.22,1.08,1.69,2753.03,1062.79
1.25,5.48,2578.2,150.18,1.12,1.18,4698.93,1099.72
5.58,20.0,1599.93,492.34,3.27,4.47,2709.87,869.09
2.26,5.71,2247.79,232.5,1.57,2.13,2627.25,1011.63
2.47,4.98,2339.73,274.53,1.3,2.34,3467.11,942.93
3.17,14.29,2130.0,288.78,1.69,2.71,2120.34,1045.38
1.59,5.08,2330.19,172.95,0.95,1.51,4698.67,1237.3
11.0,50.0,1347.78,696.1,1.0,5.5,6240.32,1480.16
1.57,2.63,1866.87,188.31,1.24,1.53,3781.07,1078.26
3.16,10.0,2198.96,308.24,1.23,2.85,5844.25,989.17
1.14,3.96,2561.93,138.46,1.32,1.1,4366.77,1204.47
1.98,2.27,1945.47,220.09,1.25,1.93,1637.85,741.11
2.92,4.0,1820.6,314.02,1.08,2.8,2532.26,1171.26
3.33,14.29,1563.23,303.89,0.71,2.86,4944.04,1471.83
2.04,4.84,2483.57,222.42,1.67,1.94,3978.31,1049.38
2.66,12.0,2318.81,285.09,1.58,2.34,3058.94,1042.74
1.29,1.15,2326.65,155.71,1.99,1.28,4190.75,1112.91
0.88,2.42,2226.92,101.98,2.09,0.85,2914.1,1018.79
0.8,2.05,2521.13,107.34,1.21,0.79,2956.2,912.53
2.08,1.67,2107.15,250.91,0.97,2.05,2047.46,769.64
1.54,5.0,1744.96,173.11,1.1,1.47,1883.07,725.82
3.38,7.94,2211.21,379.86,1.51,3.11,3002.35,996.74
3.17,10.4,2589.41,326.59,1.86,2.84,3539.31,1178.56
1.35,1.3,2685.42,162.14,2.26,1.33,3268.76,947.36
2.02,2.13,2044.92,219.9,1.49,1.98,3338.56,1079.79
2.39,7.41,2537.15,251.75,1.44,2.22,2908.56,1073.25
1.51,1.11,2065.76,170.29,1.78,1.49,2339.72,946.97
3.0,100.0,1325.99,187.08,5.0,3.0,7375.04,1908.2
2.45,15.38,1559.36,200.35,0.92,2.08,3889.05,1283.83
2.94,12.5,2385.5,279.3,1.64,2.57,4163.75,1115.97
3.21,11.36,2333.32,306.45,2.25,2.84,3061.27,1039.55
2.92,7.69,1861.6,324.49,1.58,2.69,3210.96,1249.02
2.03,9.52,2238.79,206.13,1.43,1.83,3164.05,1200.8
2.53,2.78,2382.71,265.88,0.81,2.46,2783.02,881.87
4.44,10.0,1610.33,467.62,3.1,4.0,5968.22,1365.83
4.09,23.29,2450.23,338.67,2.99,3.14,6667.12,1472.02
1.28,0.0,2162.24,164.6,2.01,1.28,2792.89,873.74
2.0,0.0,1284.57,200.44,0.67,2.0,6104.9,1409.08
1.48,1.64,1978.69,183.58,1.62,1.46,2357.46,951.65
1.86,7.07,2640.08,217.71,2.7,1.73,3932.95,1120.45
2.5,0.0,1716.92,256.79,1.0,2.5,2988.51,1382.48
7.45,28.3,2512.85,584.54,1.0,5.34,3273.06,1223.27
3.5,10.67,2130.5,350.23,2.17,3.12,3276.13,1095.24
1.76,1.67,2329.11,228.28,2.23,1.73,4599.26,1278.34
3.21,11.69,2550.02,318.91,1.99,2.84,5699.99,1358.99
2.75,13.98,2501.91,273.63,1.44,2.37,5508.47,1454.12
1.25,1.86,2595.3,147.72,1.72,1.23,4411.53,1160.21
1.58,5.0,2375.49,207.56,1.62,1.5,5813.86,1269.25
2.71,4.55,1658.64,267.27,1.18,2.59,1554.42,854.39
1.69,8.9,2503.86,182.21,1.84,1.54,5412.31,1309.93
3.61,16.22,2336.05,339.8,1.11,3.03,2449.6,1098.73
1.17,6.21,2808.68,148.06,1.42,1.09,7392.23,1341.8
4.43,36.36,1896.74,281.4,3.27,2.82,5604.54,1662.27
1.5,3.9,2348.99,197.58,1.73,1.44,4113.51,1102.04
4.0,16.28,2446.09,362.14,1.98,3.35,4198.91,1168.04
1.32,1.12,2351.66,157.07,1.65,1.3,4007.7,1208.53
1.98,4.94,2355.84,216.67,1.3,1.88,2838.39,710.61
1.27,4.38,2563.54,159.26,2.08,1.22,4406.4,1188.79
0.93,2.19,2248.73,118.78,1.75,0.91,4058.48,995.0
2.24,3.66,2055.64,241.51,0.84,2.16,2546.33,890.89
2.92,20.0,1729.25,265.71,0.67,2.33,2665.39,1125.76
3.46,14.81,2607.14,326.23,1.94,2.94,5469.15,1217.15
4.14,13.04,2510.77,422.89,1.45,3.6,3040.21,916.19
2.05,0.0,2049.63,237.62,1.21,2.05,2081.17,767.71
2.24,6.12,2528.65,247.82,1.29,2.1,3607.92,1097.62
1.4,3.23,1453.5,171.7,0.42,1.35,1462.89,787.06
1.1,1.59,2323.27,136.6,1.58,1.08,2514.46,806.36
1.02,5.61,2722.74,119.86,2.1,0.96,6789.9,1395.93
3.19,11.11,1680.57,320.2,2.67,2.83,4962.74,1459.15
1.87,8.51,2532.3,190.25,1.11,1.71,3266.47,1130.34
1.28,1.32,2046.35,151.81,0.93,1.26,2570.09,815.52
4.5,27.27,1657.43,361.42,2.27,3.27,3670.11,1111.27
1.41,0.0,2324.53,181.14,1.27,1.41,4688.21,1067.75
1.33,4.0,1738.79,143.86,2.64,1.28,4172.7,1338.98
1.4,5.41,2039.65,161.21,3.34,1.32,4597.05,1212.95
3.75,20.0,1368.02,252.68,2.6,3.0,1887.14,1086.58
1.89,3.26,2510.0,193.59,1.18,1.83,3713.21,1004.01
2.74,10.94,2544.82,288.29,2.45,2.44,3726.98,1143.91
2.81,11.11,2288.09,290.58,1.5,2.5,3255.51,1203.47
1.48,4.17,1645.44,149.32,0.96,1.42,3151.51,1007.71
1.21,5.0,1608.95,175.57,2.1,1.15,4140.19,1165.41
1.95,3.45,2583.8,220.27,1.41,1.89,2347.06,983.91
1.93,5.17,2055.41,232.33,1.29,1.83,2173.66,941.0
4.02,14.29,2623.37,404.95,1.76,3.44,5526.46,1204.63
1.94,2.94,1839.7,219.36,2.03,1.88,2715.68,1014.32
1.52,0.0,2366.52,170.76,1.85,1.52,2522.96,911.39
6.75,33.33,1559.54,463.55,1.33,4.5,4599.37,1431.91
1.45,1.75,1974.26,167.33,1.53,1.42,3859.28,1037.21
3.0,0.0,1351.2,333.38,5.0,3.0,3023.81,1375.08
3.12,0.0,1481.06,327.32,1.52,3.12,1774.42,835.53
1.74,4.62,2192.14,205.05,1.89,1.66,3330.01,939.04
2.45,11.41,2402.03,261.88,1.96,2.17,5043.11,1252.17
1.47,0.41,2164.76,173.74,0.91,1.46,1427.31,541.45
1.75,3.08,2544.52,207.15,1.54,1.69,2733.92,876.11
3.6,13.67,2543.14,362.59,2.01,3.11,3798.77,1379.85
1.49,0.88,2128.51,170.91,1.17,1.48,1802.58,793.86
1.71,6.9,2345.78,186.62,2.15,1.59,3237.95,825.13
0.88,2.94,1259.43,101.35,0.62,0.85,1008.99,653.32
1.87,2.5,1447.28,187.99,0.28,1.82,1589.43,890.47
1.85,4.52,2410.98,228.52,2.08,1.76,3466.7,1081.48
5.0,25.0,1446.94,392.94,1.25,3.75,9398.36,1689.55
1.12,2.99,2532.41,140.09,0.98,1.08,3809.73,1028.79
1.23,1.08,2285.03,154.54,1.2,1.22,3801.87,1183.72
1.96,5.11,2506.32,220.21,1.43,1.86,3425.58,1247.64
10.18,38.89,2130.89,647.89,2.56,6.22,5295.2,1503.67
1.38,0.0,1349.01,148.71,1.5,1.38,2024.26,899.45
1.12,3.7,1916.53,125.67,1.52,1.07,2913.07,1087.25
1.82,3.54,2595.95,201.98,2.45,1.75,3013.56,1086.51
2.17,4.0,2601.64,260.02,1.18,2.09,2930.09,1129.07
1.05,2.96,2576.8,126.67,1.41,1.02,4768.43,1142.13
2.52,8.61,2425.79,271.45,2.17,2.3,3573.69,1107.35
1.64,2.94,2065.5,191.09,1.72,1.59,2127.87,870.55
4.5,50.0,1485.87,249.41,0.75,2.25,4341.12,1393.47
0.78,0.63,2276.11,99.02,1.55,0.78,3066.01,871.8
2.06,6.06,2186.68,254.94,1.7,1.94,4788.51,1370.02
1.85,3.7,1828.62,222.54,1.0,1.78,2618.03,1131.38
1.72,8.57,2210.05,177.51,0.66,1.57,4428.46,1377.22
4.8,12.5,2113.22,433.48,1.1,4.2,2646.32,789.95
3.33,8.33,1771.88,341.77,1.69,3.06,2667.38,1156.13
2.49,10.26,2107.82,263.93,3.72,2.23,4128.83,1286.39
2.41,5.97,2329.54,258.22,2.57,2.27,2680.53,999.46
1.28,1.19,2168.22,149.8,1.18,1.26,2794.1,878.14
1.84,9.43,2497.22,198.56,2.39,1.67,5172.02,1222.19
1.45,1.22,2273.47,172.62,1.49,1.43,1641.24,825.25
1.3,4.44,2075.76,139.36,1.2,1.24,4353.96,1175.01
1.38,4.0,2549.54,166.16,2.1,1.32,4852.56,1234.57
1.5,5.61,2478.74,176.35,1.84,1.42,4378.02,1127.24
3.02,15.59,2504.36,292.09,1.53,2.55,6042.73,1274.74
3.68,11.27,2437.61,379.87,1.99,3.27,4490.73,1176.19
2.34,11.11,2150.07,255.7,0.94,2.08,4238.47,1270.89
1.59,4.17,2106.29,182.66,0.85,1.53,2704.82,849.52
2.56,0.0,1267.95,237.99,0.44,2.56,2261.81,756.14
2.48,10.31,2509.3,261.15,1.71,2.23,4470.93,1211.26
2.59,6.72,2593.83,296.51,1.25,2.42,4748.39,1250.24
0.7,1.8,1933.17,93.4,1.06,0.68,2873.62,907.25
5.56,15.79,1794.15,472.72,2.68,4.68,2565.31,1150.83
1.04,1.63,2506.28,117.71,1.29,1.02,2951.55,939.2
1.21,1.94,2598.86,159.41,1.19,1.19,2598.92,803.06
1.14,1.35,1867.01,140.1,1.27,1.12,2314.38,983.55
2.26,1.85,2360.87,256.02,1.56,2.22,2355.37,789.4
4.01,13.22,2502.6,364.62,0.59,3.48,2868.36,1055.96
3.47,21.05,1819.54,284.98,4.58,2.74,5760.34,1373.51
2.26,8.0,2113.1,240.93,2.74,2.08,4067.31,1263.99
2.44,7.84,2300.25,265.44,1.79,2.25,3421.39,1134.99
0.91,1.15,2513.16,119.88,1.63,0.9,2900.89,981.77
0.88,1.48,2103.61,111.19,0.96,0.87,2139.5,910.46
12.0,50.0,1495.8,542.88,0.75,6.0,5138.78,1356.66
1.17,1.1,2527.7,145.52,1.3,1.15,4260.3,1112.66
3.55,11.76,2510.56,347.12,2.08,3.13,3541.44,1270.53
0.92,2.44,1647.73,113.03,1.88,0.9,4173.23,984.78
1.83,7.85,2514.86,210.92,1.66,1.69,4273.13,1094.42
1.92,5.33,1957.84,210.87,0.81,1.81,2913.46,1066.09
1.31,0.0,1341.48,134.11,2.15,1.31,1850.33,948.34
1.88,3.24,2557.58,207.63,0.85,1.82,1989.63,814.77
0.95,0.25,2551.49,115.47,1.58,0.94,2562.82,893.19
2.08,7.14,1420.57,208.04,1.21,1.93,1429.84,929.13
1.5,0.78,2397.6,184.43,2.0,1.49,3725.98,1023.2
1.09,0.93,2220.01,147.92,1.26,1.08,3666.99,1026.21
0.1,0.2,2655.68,15.59,5.8,0.1,5755.2,1168.23
0.98,1.67,2018.43,140.56,1.68,0.97,3899.34,1247.81
1.28,9.38,2182.55,135.44,1.5,1.16,6583.82,1593.4
3.6,6.25,1778.49,342.28,2.44,3.38,3525.81,1289.72
1.53,0.87,2431.4,180.25,0.88,1.51,2446.19,847.05
1.25,4.42,2550.06,145.09,1.88,1.19,4224.67,1075.78
0.75,1.27,2531.14,98.66,1.92,0.74,5908.44,1400.92
1.9,2.35,2406.09,227.3,1.42,1.86,3700.46,1010.04
0.79,0.4,2406.09,107.38,1.48,0.78,2601.98,908.44
3.78,10.0,1613.64,358.75,2.0,3.4,4835.42,1267.24
3.33,5.26,1525.2,349.99,1.63,3.16,2921.79,965.41
1.67,3.85,2107.76,186.96,1.69,1.6,2681.01,908.24
5.0,0.0,1243.57,663.12,1.0,5.0,6525.92,1492.72
6.83,25.0,1594.69,505.24,2.5,5.12,7080.66,1470.53
1.89,6.33,2444.08,205.32,0.81,1.77,3184.06,869.0
2.5,9.12,2511.11,281.95,2.07,2.27,4177.01,1288.9
1.18,3.45,2499.15,140.17,2.0,1.14,5058.15,1195.89
2.33,14.29,1322.07,205.16,0.57,2.0,1106.66,941.43
2.39,6.9,2377.9,249.46,1.59,2.22,2900.2,1078.27
2.22,12.77,2563.47,260.37,0.98,1.94,6950.55,1416.0
4.43,23.33,1952.49,392.02,1.48,3.4,5068.18,1323.47
3.57,12.5,1408.28,338.85,0.75,3.12,3403.94,905.75
1.16,0.0,1784.38,140.0,1.39,1.16,3222.94,970.92
0.91,3.45,1767.32,118.5,1.12,0.88,2932.29,941.94
1.75,4.0,1710.99,201.41,1.92,1.68,1724.74,1009.15
1.8,16.67,1385.48,161.62,1.17,1.5,3333.76,1219.2
1.51,2.72,2637.69,184.51,0.98,1.47,3181.93,1082.55
0.0,0.0,1196.42,0.0,1.0,0.0,4016.28,679.62
2.0,16.67,1404.75,183.35,1.5,1.67,2856.25,1210.23
3.18,8.33,1892.79,333.38,1.96,2.92,3154.32,1029.91
1.43,6.15,2501.58,169.41,2.08,1.35,3024.4,1166.31
0.98,1.09,2460.86,132.14,1.35,0.97,2771.55,899.08
2.11,0.0,1706.5,232.44,0.83,2.11,2614.95,806.31
1.99,5.48,2455.72,230.27,1.3,1.88,4520.34,1161.95
1.97,2.94,1651.94,215.59,0.79,1.91,2352.53,845.51
0.98,0.81,2466.17,129.58,1.39,0.98,4501.29,1187.18
1.03,1.96,2540.29,137.78,1.39,1.01,5249.5,1136.79
6.75,33.33,1494.1,488.15,4.5,4.5,6771.59,1762.36
8.18,34.62,2230.28,538.69,1.58,5.35,3811.52,1375.71
2.86,10.53,2403.54,287.32,2.4,2.56,5003.29,1220.95
2.42,7.14,1681.94,257.04,0.96,2.25,2410.91,996.49
2.22,4.48,2238.56,237.34,2.3,2.12,3929.49,1020.41
1.41,3.77,1745.52,154.24,1.0,1.36,2168.84,769.92
2.73,12.0,2501.72,266.44,1.48,2.4,5957.74,1283.78
1.23,3.26,2646.3,149.46,1.47,1.19,3542.31,1078.86
1.48,4.94,2219.13,158.69,1.15,1.41,3197.31,992.56
1.78,6.38,2509.49,222.2,1.74,1.67,4284.94,1349.87
3.27,15.38,2150.84,324.32,3.46,2.77,5586.24,1442.83
3.7,0.0,1606.94,405.65,0.7,3.7,6966.52,1455.13
1.91,11.32,2377.89,184.67,1.9,1.7,5188.07,1268.39
2.65,10.53,1659.99,287.25,0.89,2.37,3728.58,1185.65
4.7,9.09,1457.14,468.59,1.73,4.27,4344.94,1123.16
1.7,0.0,1570.74,195.42,1.14,1.7,1693.95,786.74
1.94,8.93,2354.89,208.07,1.27,1.77,3703.63,1265.55
2.43,10.47,2496.45,269.98,1.6,2.18,4424.44,1354.94
