duo_KillDeathRatio,duo_WinRatio,duo_Wins,duo_Rating,duo_DamagePg,duo_HealsPg,duo_KillsPg,duo_MoveDistancePg,duo_RevivesPg,duo_TimeSurvivedPg,duo_RoundMostKills,duo_WinPoints
1.66,6.0,6,2175.34,205.72,2.71,1.56,3961.37,0.16,1075.25,7,2798
3.46,15.24,16,2219.3,390.17,1.94,2.93,4849.76,0.31,1222.49,13,3303
4.69,28.97,62,2504.2,416.78,3.26,3.33,5381.7,0.2,1447.45,12,5362
1.57,0.0,0,1449.89,204.0,0.43,1.57,3041.94,0.21,976.42,7,1196
1.73,8.33,2,1631.85,209.41,1.88,1.58,3680.03,0.21,1120.53,6,1356
3.27,17.71,31,2402.83,324.94,2.06,2.69,4374.41,0.27,1384.4,15,4279
4.07,25.0,5,1927.32,342.52,1.35,3.05,6167.02,0.05,1323.08,8,1582
3.28,21.62,8,2245.9,314.39,1.95,2.57,5551.59,0.22,1326.85,8,2980
4.0,0.0,0,1245.4,180.76,0.0,4.0,7289.16,0.0,1794.51,4,1034
4.12,15.71,11,2106.12,423.29,2.37,3.47,3760.54,0.24,1030.84,17,4069
0.74,0.0,0,1770.55,103.77,1.16,0.74,2667.06,0.03,871.92,5,1472
1.61,4.4,4,2021.61,215.86,1.88,1.54,2513.95,0.21,845.19,11,1684
1.8,3.42,4,2169.87,219.78,1.92,1.74,2881.76,0.11,993.17,11,2846
2.56,14.65,57,2398.83,274.54,2.4,2.19,5181.88,0.24,1236.36,11,1988
5.0,13.64,3,1735.36,467.15,0.64,4.32,3004.17,0.32,1115.18,21,1431
2.43,6.67,1,1564.68,266.94,2.2,2.27,4219.99,0.0,1247.44,9,1300
1.2,0.0,0,1683.7,172.7,3.2,1.2,5317.34,0.27,1405.94,7,1419
2.25,12.21,47,2332.7,247.31,2.8,1.97,3867.54,0.21,1212.37,10,5207
0.97,1.46,3,2211.5,132.25,1.73,0.96,3358.46,0.16,965.02,8,1841
0.91,0.0,0,1611.02,140.75,1.0,0.91,2526.07,0.05,907.88,6,1347
1.67,3.77,6,2174.3,207.44,2.18,1.6,3238.85,0.16,934.53,11,1804
1.49,1.45,2,1970.76,196.43,1.84,1.47,3143.13,0.11,891.01,11,1606
2.52,17.68,29,2261.07,280.84,3.61,2.07,3502.43,0.22,1147.99,10,3559
0.99,4.26,12,2156.69,131.7,2.35,0.95,4493.75,0.16,1023.41,8,7139
2.12,12.62,26,2354.61,243.46,2.57,1.85,4670.98,0.24,1153.41,17,6960
1.5,5.28,14,2224.8,210.75,1.37,1.42,3369.01,0.12,1093.04,9,2834
0.51,2.27,1,1948.92,86.44,1.66,0.5,3404.17,0.2,1145.92,2,2675
4.0,20.0,1,1372.19,337.3,1.4,3.2,2361.51,0.2,939.03,7,1137
0.6,0.0,0,1204.12,114.4,0.0,0.6,1997.08,0.0,703.06,2,1001
1.95,4.55,3,2165.55,242.17,3.7,1.86,4314.42,0.17,1173.05,7,2855
2.13,6.25,1,1648.29,254.46,1.38,2.0,3942.84,0.12,1134.4,11,1358
1.16,3.85,1,1751.38,175.04,1.04,1.12,3720.44,0.15,1198.82,4,1473
0.0,0.0,0,1225.08,0.0,0.0,0.0,5225.33,0.0,1432.5,0,1023
0.92,11.65,12,1932.25,113.11,2.17,0.82,3488.37,0.13,1089.25,7,3248
1.12,13.16,5,2085.48,123.0,3.0,0.97,3956.25,0.13,1122.58,3,1762
1.44,2.7,1,1837.46,168.79,5.03,1.41,2692.61,0.08,936.66,8,1518
0.99,2.56,5,2200.29,141.98,1.2,0.96,3202.24,0.18,935.34,9,1832
0.99,3.21,5,2026.79,145.89,2.54,0.96,3852.56,0.24,1007.52,8,1697
0.91,4.17,1,1600.98,109.65,1.58,0.88,6257.35,0.04,1255.95,2,2371
2.27,5.71,6,2232.82,280.66,2.2,2.14,4013.39,0.24,1022.84,11,2853
1.22,0.0,0,1611.43,150.62,1.9,1.22,2902.52,0.12,924.58,5,1322
2.8,10.26,4,2291.09,280.78,1.97,2.51,5065.94,0.1,1248.55,8,2889
2.5,14.29,1,1376.98,235.17,2.71,2.14,2145.88,0.71,1260.66,12,1152
1.69,8.33,20,2434.87,202.95,2.81,1.55,4484.91,0.2,1174.79,10,6319
5.0,25.0,5,1883.79,455.87,2.75,3.75,3194.03,0.2,1298.55,9,1561
2.6,5.33,9,2182.67,296.33,1.87,2.46,3443.27,0.18,980.08,18,1786
2.22,6.12,3,1909.33,284.71,1.27,2.08,3792.51,0.14,1034.98,10,1581
2.06,6.25,6,2033.82,238.13,1.97,1.93,3449.59,0.24,1085.35,10,1667
1.72,4.49,4,1692.6,213.61,2.13,1.64,4572.8,0.17,1171.25,8,3940
3.77,31.58,12,2169.48,321.66,3.5,2.58,5398.36,0.13,1440.64,10,6133
1.8,3.25,4,2277.28,241.81,2.11,1.74,2259.31,0.23,995.83,8,1882
1.65,10.38,22,2474.59,236.7,1.83,1.48,5588.73,0.17,1288.73,8,3097
5.71,37.04,20,2039.36,433.71,2.06,3.59,6136.97,0.11,1510.38,10,4727
2.62,2.63,1,1788.42,352.27,1.79,2.55,3711.63,0.11,1015.48,8,2447
0.93,1.46,2,1850.02,136.44,1.57,0.91,3480.46,0.06,884.81,5,1535
1.05,6.12,6,2305.67,120.99,1.81,0.99,3485.29,0.11,1062.41,8,1932
0.98,0.0,0,2080.58,132.87,1.54,0.98,4169.01,0.24,1143.27,10,1732
2.87,6.25,1,1456.12,287.47,2.19,2.69,4103.77,0.25,1356.45,8,2373
1.43,0.0,0,1821.89,181.59,1.31,1.43,2666.42,0.24,1070.59,5,3521
1.39,11.63,5,1703.86,163.71,2.49,1.23,5255.35,0.16,1163.52,6,1431
1.46,10.34,3,1950.38,167.89,2.55,1.31,3085.86,0.03,990.97,7,2634
2.59,9.38,3,1917.19,271.07,1.97,2.34,2786.64,0.03,909.55,12,2584
1.33,3.49,3,1914.88,157.25,1.24,1.28,3532.58,0.12,1161.0,6,3823
0.93,7.25,15,2456.6,117.35,1.29,0.86,5039.2,0.18,1133.23,7,5490
0.58,4.17,3,1984.64,74.38,1.74,0.56,4633.59,0.14,1159.34,6,1672
2.19,8.2,10,2281.93,247.82,1.33,2.01,4794.03,0.22,1157.46,11,3263
2.0,4.0,1,1840.38,262.12,3.12,1.92,3583.28,0.16,1114.23,12,1517
1.0,3.31,4,2033.58,143.89,1.53,0.97,3653.19,0.14,1045.17,6,1695
1.11,4.18,11,2340.01,155.24,2.05,1.06,4629.47,0.19,1011.18,10,1953
2.43,30.0,3,1618.16,200.21,3.7,1.7,4893.77,0.2,1311.14,4,2352
2.56,8.11,9,2141.74,292.06,1.7,2.35,2999.16,0.14,919.14,15,2807
5.3,28.57,4,1857.3,414.01,2.79,3.79,6252.58,0.21,1483.8,9,2566
1.32,3.39,4,2058.64,159.98,1.21,1.28,2681.43,0.11,961.02,9,2842
2.12,7.78,13,2266.79,253.66,2.63,1.96,3629.9,0.19,1074.42,9,2995
1.39,5.5,6,2019.46,181.04,1.83,1.31,2407.01,0.15,831.41,7,3995
2.34,15.38,8,2324.7,213.69,1.81,1.98,6069.45,0.13,1332.33,13,1921
1.16,2.53,4,2194.25,148.22,1.34,1.13,3934.23,0.09,1062.54,7,1825
1.59,2.73,3,2239.59,201.31,1.47,1.55,3140.66,0.2,969.93,10,1853
1.34,6.18,11,2346.46,176.98,3.99,1.26,4550.36,0.11,1110.96,9,3236
2.43,10.17,6,1821.58,252.37,3.25,2.19,3844.0,0.17,1180.65,9,4237
1.46,8.2,5,1976.44,166.9,2.23,1.34,5692.14,0.13,1212.58,8,1644
2.54,29.71,82,2539.41,196.41,2.34,1.79,6256.93,0.24,1571.53,10,4848
2.5,11.9,10,2042.03,278.87,2.42,2.2,3608.94,0.31,1074.82,13,4103
3.44,18.0,9,2169.0,333.82,2.6,2.82,3460.85,0.16,1060.4,15,2888
1.5,3.17,4,1882.17,194.34,1.31,1.45,2899.38,0.09,922.63,8,2544
1.94,6.56,8,2351.41,229.42,1.65,1.81,4649.11,0.15,1247.97,9,1955
0.0,0.0,0,1197.75,0.0,0.0,0.0,1727.44,0.0,635.97,0,999
1.55,3.28,4,2184.98,203.52,1.63,1.5,2980.22,0.19,935.53,10,2921
0.82,0.0,0,1628.45,155.56,1.88,0.82,3530.29,0.24,1177.09,2,1374
6.12,17.47,29,1995.82,599.04,2.47,5.05,3403.06,0.37,1142.57,22,5848
0.88,8.11,3,1981.76,133.22,2.89,0.81,4233.76,0.16,1398.85,5,2751
1.83,14.29,1,1471.78,163.48,1.0,1.57,5739.11,0.14,1371.25,3,1236
1.29,3.26,10,2109.97,169.5,1.29,1.25,1868.29,0.14,787.32,8,1755
5.48,20.78,16,2188.75,551.99,3.21,4.34,4739.77,0.29,1353.91,19,4406
1.28,2.84,6,2312.23,155.17,2.58,1.25,3191.36,0.16,1044.99,7,1919
2.08,0.0,0,1600.91,284.81,1.75,2.08,3916.79,0.22,1117.6,6,1318
1.84,5.68,10,2212.63,212.22,2.05,1.73,3813.19,0.15,1083.97,8,3046
2.19,4.62,8,2210.82,257.82,1.31,2.09,2780.37,0.13,859.93,15,1811
1.67,5.11,12,2144.95,240.93,2.17,1.59,3438.31,0.2,857.38,10,4203
4.0,22.22,22,2137.95,380.79,3.29,3.11,4462.95,0.18,1246.96,14,8083
0.81,4.18,11,2211.51,106.46,2.25,0.78,3958.17,0.13,1104.25,7,1850
1.11,1.67,5,2003.39,148.43,1.85,1.09,2953.97,0.19,851.86,8,1652
1.82,6.98,3,2210.61,225.48,2.77,1.7,4173.43,0.35,1161.04,8,1841
1.27,1.01,1,1750.7,182.95,1.34,1.25,3247.25,0.15,945.58,8,3711
4.5,23.81,5,1857.65,398.61,1.76,3.43,5646.47,0.19,1570.81,13,3789
1.99,4.3,4,2195.35,239.85,1.05,1.9,4247.02,0.1,1116.24,9,1823
1.38,1.67,3,1995.9,184.85,1.44,1.36,1783.21,0.24,763.17,9,1628
1.56,0.0,0,2203.51,214.12,1.86,1.56,3430.26,0.11,1007.71,9,2891
2.96,15.0,78,2517.25,338.32,3.36,2.52,6027.63,0.22,1302.51,12,3301
1.12,8.09,11,2227.51,127.0,1.54,1.03,4591.04,0.17,1145.53,6,4230
1.92,9.09,4,1962.54,219.83,3.43,1.75,3152.84,0.16,874.1,10,2720
1.31,2.14,3,2020.82,164.16,1.52,1.29,2431.54,0.11,827.07,11,2731
1.39,3.12,1,1683.7,197.42,2.56,1.34,2881.12,0.19,1011.85,8,1395
0.86,1.6,2,2247.37,126.25,1.27,0.85,4098.21,0.16,1132.03,6,1884
1.99,13.96,31,2433.54,225.34,2.18,1.71,5502.68,0.18,1373.11,12,4626
3.29,2.78,1,1852.06,342.69,3.19,3.19,3866.25,0.33,1228.33,9,2872
1.31,1.68,3,2138.31,171.69,1.9,1.28,2569.95,0.14,888.43,10,1770
3.41,12.0,12,2475.31,370.26,3.36,3.0,4370.48,0.36,1342.64,12,2042
1.44,5.88,1,1635.46,178.07,2.94,1.35,4851.91,0.24,1205.6,5,1371
1.47,1.45,2,1873.08,193.22,1.08,1.45,2094.11,0.12,828.46,9,5716
3.57,15.98,35,2210.53,405.97,2.42,3.0,4339.72,0.31,1105.2,14,3099
1.18,0.0,0,2093.63,163.39,1.48,1.18,2832.52,0.12,845.09,8,1743
1.64,4.44,6,2186.95,240.29,2.97,1.57,4263.41,0.27,1195.21,9,1816
2.0,10.42,5,1821.69,206.47,1.38,1.79,4402.96,0.19,1170.21,10,3004
0.0,0.0,0,1223.52,100.0,0.0,0.0,202.57,0.0,133.24,0,1023
1.49,3.92,2,1826.01,188.38,2.69,1.43,3002.73,0.14,889.25,6,1503
1.06,3.92,4,2102.71,122.29,1.35,1.02,3456.8,0.14,1008.75,6,1760
5.17,0.0,0,1480.54,555.3,2.67,5.17,3740.22,0.17,971.04,14,1178
1.75,11.67,7,2088.46,217.53,1.5,1.55,5281.97,0.23,1321.34,10,2973
1.87,5.08,16,2260.55,250.91,1.84,1.77,3438.07,0.26,942.66,11,1861
0.38,0.0,0,1557.66,77.32,2.14,0.38,3034.14,0.07,1084.17,2,1318
5.44,20.51,16,2293.48,496.79,2.28,4.32,4219.97,0.21,1231.84,15,5637
1.76,1.65,2,2119.66,228.18,2.46,1.73,3194.46,0.13,906.28,10,1730
2.2,10.53,6,2039.86,257.91,2.12,1.96,4146.39,0.19,1116.43,14,3794
1.81,11.2,14,2037.02,220.5,2.1,1.61,5875.86,0.18,1228.66,6,7087
2.09,10.26,4,2052.09,242.49,0.97,1.87,3175.29,0.18,1056.37,9,2717
2.33,11.76,8,1920.21,262.4,2.74,2.06,5550.39,0.21,1229.09,9,1587
1.48,3.45,11,2449.68,198.4,2.76,1.43,3789.1,0.16,1098.38,9,3369
2.53,3.23,1,2002.81,332.64,1.97,2.45,2747.53,0.23,1129.48,7,1638
2.22,6.73,7,2334.65,259.82,2.03,2.07,2547.06,0.14,1012.05,9,1917
1.59,2.56,4,2090.32,189.81,1.94,1.55,2511.07,0.17,813.38,9,4028
2.79,13.64,9,2275.22,280.73,1.74,2.41,4244.14,0.27,1125.09,10,2919
4.69,26.42,14,2509.64,436.86,2.26,3.45,5831.42,0.19,1442.99,10,2079
1.35,2.74,4,1883.41,173.38,1.87,1.31,4364.0,0.16,1105.14,9,3041
2.02,5.26,5,1916.86,249.57,1.93,1.92,2686.34,0.18,881.97,12,1549
2.0,17.65,3,1869.96,230.51,1.59,1.65,5014.68,0.12,1393.35,6,1574
2.43,17.42,62,2493.37,249.35,2.65,2.0,4747.2,0.22,1324.41,12,4885
1.06,3.1,4,2089.85,131.8,1.77,1.03,3646.68,0.19,947.46,7,3787
1.22,4.42,5,1768.18,147.9,0.87,1.17,3221.07,0.19,930.47,6,1460
4.64,33.52,59,2591.39,381.51,4.91,3.09,6248.53,0.18,1427.05,15,5267
2.44,12.61,15,2218.68,277.67,2.28,2.13,4238.39,0.2,1038.11,15,2962
2.0,6.25,3,2079.35,247.09,2.06,1.88,4194.11,0.15,1191.94,8,1721
2.17,7.69,1,1535.28,265.86,0.77,2.0,2928.6,0.62,1172.57,6,2402
1.71,5.41,4,1909.5,192.88,2.0,1.62,3964.34,0.26,1064.94,8,3715
0.94,2.06,4,2196.59,131.89,1.64,0.92,3815.78,0.18,961.87,8,1828
1.0,0.0,0,1195.02,99.49,0.0,1.0,733.63,0.0,666.54,1,993
0.97,0.0,0,1366.12,110.39,1.47,0.97,2328.38,0.1,756.14,7,1115
4.0,23.08,12,2201.58,382.4,2.08,3.08,6632.41,0.38,1419.98,14,2911
1.71,12.09,11,2389.43,202.36,2.95,1.51,4460.19,0.15,1261.63,7,3061
1.19,2.5,2,1905.58,153.72,2.01,1.16,3740.5,0.08,1103.72,7,2641
0.8,4.08,10,2228.35,127.55,1.37,0.76,4371.98,0.1,1044.86,8,1866
0.83,0.0,0,2004.13,119.15,1.5,0.83,3736.76,0.16,948.69,8,2688
1.47,3.03,2,1796.96,225.11,3.5,1.42,3752.34,0.27,1013.0,7,3601
2.78,0.0,0,1608.69,355.43,1.61,2.78,3769.22,0.0,1034.79,9,1313
1.06,0.71,1,1841.51,146.78,1.16,1.05,2563.29,0.1,782.79,9,1513
1.27,6.25,1,1431.94,108.21,4.25,1.19,2478.59,0.12,881.34,5,1191
5.0,30.77,4,1761.0,385.26,1.85,3.46,5135.33,0.31,1313.19,7,1463
1.55,0.0,0,1943.97,209.91,1.47,1.55,3049.35,0.19,869.63,8,1583
2.05,10.2,5,1871.96,229.8,1.88,1.84,4854.03,0.2,1187.09,9,1539
1.34,8.33,4,1997.44,125.68,1.75,1.23,6101.67,0.21,1389.98,5,1690
1.97,0.0,0,1726.74,294.01,1.93,1.97,3499.4,0.03,1179.73,10,2493
1.86,4.35,1,1521.8,189.41,2.52,1.78,3075.85,0.22,837.4,7,1247
1.39,2.96,4,2123.82,168.58,2.41,1.35,2677.23,0.21,933.16,7,1748
1.55,8.54,7,2104.27,181.17,2.96,1.41,3372.65,0.18,973.6,6,2849
3.09,14.81,4,1716.35,318.33,1.59,2.63,2199.79,0.19,853.0,12,1393
1.47,0.0,0,1575.26,198.88,2.0,1.47,4060.09,0.2,1178.36,5,4473
1.85,8.6,27,2529.7,221.38,2.27,1.69,4655.19,0.2,1158.58,11,5672
2.18,9.09,6,1989.37,262.53,1.65,1.98,3442.3,0.15,1153.81,11,1643
1.81,7.5,3,1943.86,239.66,3.32,1.68,4102.2,0.18,1081.28,9,3679
1.7,0.0,0,1487.73,202.84,2.7,1.7,3289.07,0.3,988.79,5,1222
2.18,12.2,10,2080.67,242.01,2.43,1.91,4219.71,0.27,1166.33,12,1722
1.42,0.0,0,1560.4,206.17,1.42,1.42,1741.31,0.11,662.48,7,2263
7.2,16.67,2,1567.19,646.96,0.58,6.0,2130.8,0.08,1076.79,19,2302
1.57,4.2,5,2177.49,192.28,1.29,1.5,3200.03,0.11,937.34,7,1811
1.15,3.95,3,2109.95,156.48,2.76,1.11,4760.47,0.09,1176.54,6,1769
2.79,10.53,10,1772.9,309.25,1.94,2.49,3084.56,0.26,943.23,10,5330
2.37,8.28,14,2205.85,266.33,2.47,2.18,2818.61,0.21,1040.88,12,1822
1.84,1.81,4,1814.06,230.12,1.57,1.81,1804.35,0.14,616.79,17,2482
0.76,1.12,1,1888.09,125.02,1.61,0.75,3425.58,0.12,999.95,5,1573
1.48,5.19,7,2100.52,202.34,1.76,1.4,3681.96,0.15,1016.11,9,1729
0.41,4.35,1,1353.3,86.9,1.39,0.39,2926.68,0.17,957.14,3,1141
3.08,20.28,43,2528.57,336.93,2.62,2.45,6013.28,0.27,1378.21,12,4929
2.54,7.25,15,2425.23,281.31,1.75,2.35,3681.99,0.2,962.5,12,1997
2.5,5.0,2,2032.4,294.64,2.55,2.38,3940.12,0.12,1319.71,9,2707
1.85,8.24,14,2283.97,220.73,3.09,1.69,6855.11,0.16,1316.82,8,3169
1.57,4.17,3,2021.85,173.69,1.96,1.5,2496.01,0.18,983.5,8,2672
6.83,40.0,4,1505.01,506.75,2.8,4.1,4702.09,0.2,1534.83,7,2458
1.53,1.28,1,1717.33,189.83,0.97,1.51,2100.46,0.1,860.27,7,3406
2.95,7.97,11,2270.29,367.88,2.98,2.72,3654.9,0.29,1124.99,15,1866
2.1,3.95,6,2227.58,259.36,1.82,2.02,3386.3,0.22,1028.55,12,1841
1.44,4.4,15,2419.94,195.88,1.4,1.38,4234.27,0.22,1136.59,12,3028
3.26,21.67,39,2487.09,339.26,2.79,2.56,6542.4,0.23,1448.51,12,5104
2.35,7.94,10,2237.25,276.23,1.94,2.17,4343.44,0.21,983.4,13,1844
3.73,21.43,3,1639.76,293.11,1.36,2.93,4870.91,0.0,1367.94,8,1355
1.9,6.25,8,1969.81,226.84,1.84,1.78,3509.71,0.17,1061.09,14,5960
1.7,7.26,9,2108.63,206.6,1.6,1.57,3284.25,0.23,978.88,9,5279
1.52,5.73,11,2172.97,190.75,2.07,1.44,3389.2,0.21,1033.97,8,3613
1.77,3.64,2,1954.73,199.4,2.18,1.71,3104.71,0.25,869.61,9,1602
1.47,5.26,2,1727.18,173.18,1.05,1.39,2680.88,0.16,961.14,8,1430
1.86,11.9,10,2288.01,199.14,3.05,1.64,5011.17,0.17,1258.68,10,1914
1.73,5.26,6,2014.34,218.77,1.94,1.64,2928.0,0.19,928.85,13,2851
1.06,5.66,3,1699.54,146.4,1.04,1.0,3281.05,0.08,963.92,5,1419
1.27,4.13,5,2013.78,164.63,2.1,1.21,4283.52,0.17,1130.7,7,3111
0.99,1.33,1,1866.03,127.34,1.57,0.97,3195.6,0.05,858.48,5,2567
1.55,2.08,1,1981.17,197.69,1.9,1.52,5125.38,0.21,1209.95,8,2633
1.14,1.43,3,2118.79,160.76,1.36,1.12,3320.22,0.16,901.97,8,1753
2.03,10.37,17,2371.03,240.0,1.9,1.82,2597.49,0.24,1122.06,9,5950
2.18,3.66,3,2058.52,282.23,1.61,2.1,3851.4,0.17,1110.54,11,1691
1.45,6.06,4,2063.53,189.4,1.85,1.36,4211.98,0.17,1145.04,5,2821
2.01,5.0,6,2187.23,238.52,2.18,1.91,3680.54,0.2,1011.23,8,2939
1.36,1.27,1,1871.68,187.24,1.47,1.34,2715.65,0.13,995.37,6,1544
1.36,4.17,4,1542.88,172.29,1.77,1.3,2222.06,0.27,709.74,9,1260
1.78,2.99,2,2014.79,251.94,2.61,1.73,4111.79,0.13,1086.56,6,2751
1.52,2.08,2,2120.92,201.92,1.36,1.49,3974.09,0.2,1031.03,12,2783
0.7,9.09,1,1559.14,152.49,2.0,0.64,4497.7,0.0,1221.29,2,1325
1.3,3.97,5,2264.26,162.31,1.35,1.25,3730.42,0.14,1090.72,6,1878
1.09,3.06,3,2041.17,135.14,1.2,1.06,2185.38,0.15,811.42,7,1693
0.81,1.82,2,2126.03,99.29,2.12,0.79,3058.48,0.15,919.34,5,1781
0.79,5.81,5,2212.23,133.98,1.17,0.74,3730.25,0.14,1081.24,5,1851
1.09,1.06,1,2030.39,145.0,1.63,1.07,2817.17,0.2,814.52,6,1671
1.95,9.41,8,2192.04,229.86,2.25,1.76,4124.17,0.22,1156.29,7,3014
1.5,20.0,1,1321.29,185.29,0.6,1.2,3473.69,0.2,981.9,3,1106
1.14,5.6,7,2236.1,171.01,3.34,1.08,5863.93,0.27,1357.09,6,1874
1.9,16.67,4,1969.01,223.62,3.71,1.58,4853.78,0.17,1271.31,5,1667
2.08,16.67,5,1959.37,194.99,1.2,1.73,3902.97,0.17,1180.67,7,1624
3.72,20.98,81,2532.81,379.9,2.23,2.94,6235.32,0.23,1472.92,11,2104
4.37,14.5,29,2373.08,435.33,2.13,3.74,2824.55,0.28,972.52,17,5790
1.09,3.94,10,1841.45,150.55,1.82,1.05,3745.2,0.15,972.48,8,2564
1.4,0.0,0,1611.57,199.54,1.37,1.4,4087.09,0.17,1067.69,5,1328
1.36,3.85,3,1976.73,189.8,1.6,1.31,2662.32,0.15,944.89,6,2631
2.8,10.53,6,2200.44,307.73,1.63,2.51,4035.37,0.11,1174.43,19,1823
3.42,18.18,10,2405.52,349.71,1.24,2.8,3791.43,0.29,1169.48,10,3023
2.67,7.69,2,1898.79,324.1,1.73,2.46,4580.22,0.15,1167.91,10,1574
1.83,3.24,7,2276.81,221.15,1.73,1.77,3222.17,0.15,1019.16,9,2939
1.44,0.78,1,2213.73,196.45,1.58,1.43,3154.74,0.2,964.97,8,2921
3.5,31.82,14,2475.19,265.67,2.45,2.39,7417.1,0.32,1467.25,9,2073
1.89,10.0,2,1486.88,203.69,1.05,1.7,3108.86,0.4,1064.51,7,2463
2.12,4.0,6,2322.49,263.92,2.0,2.03,3089.84,0.15,1094.8,9,2960
0.95,0.0,0,1543.34,140.07,1.2,0.95,4479.93,0.1,1150.88,4,1294
2.53,7.59,6,1964.99,318.19,2.0,2.34,3599.61,0.1,1060.35,12,3752
2.36,2.78,3,2146.78,262.59,2.34,2.3,2503.08,0.16,929.78,11,2962
2.71,8.57,15,1922.59,314.77,2.19,2.47,3225.83,0.17,960.4,11,4216
1.31,5.38,21,2458.3,164.74,2.99,1.24,3571.79,0.16,1073.2,8,4723
0.71,1.26,2,2089.89,96.09,2.37,0.7,4619.47,0.13,1056.19,6,3004
0.78,1.34,3,2348.84,113.28,1.08,0.77,5318.54,0.08,1152.79,6,5126
1.75,2.44,2,2173.02,226.37,1.8,1.71,4082.51,0.21,1087.83,8,2835
1.97,8.33,3,2177.13,265.76,2.06,1.81,4588.17,0.11,1304.63,8,2819
1.34,1.86,4,2116.26,152.16,1.51,1.32,2747.68,0.13,836.66,11,1745
2.48,5.33,9,2178.99,299.73,1.51,2.35,3395.83,0.18,914.95,15,1788
1.52,5.16,11,2259.37,194.31,2.74,1.44,3404.68,0.17,1057.12,8,1861
2.45,8.28,14,2131.99,273.48,1.69,2.24,3052.95,0.15,946.47,14,4351
2.85,13.13,13,2096.26,366.81,1.46,2.47,4739.1,0.19,1261.05,10,5493
1.52,7.94,5,2216.54,157.05,2.37,1.4,3528.81,0.27,1208.01,7,1866
2.48,3.37,3,2196.42,297.62,1.82,2.39,2561.78,0.25,858.68,11,1807
2.19,5.88,1,1640.64,258.94,2.88,2.06,3555.99,0.35,1052.3,9,1339
1.29,6.67,1,1538.79,145.45,1.0,1.2,3825.42,0.27,1171.07,6,1299
0.94,1.14,2,2052.99,124.82,2.03,0.93,3005.74,0.13,868.37,9,2764
1.58,0.0,0,1436.22,163.53,1.16,1.58,5480.15,0.42,1204.2,5,1186
1.0,0.0,0,1353.36,184.06,0.0,1.0,2533.24,0.0,841.36,3,1127
1.17,7.26,9,2066.41,137.45,1.7,1.08,4518.85,0.1,1057.08,5,6336
9.0,0.0,0,1273.68,1051.76,15.0,9.0,6293.82,1.0,1883.58,9,1049
1.44,2.78,4,2285.68,181.34,2.3,1.4,3142.79,0.17,1000.39,8,1893
1.52,6.0,9,2094.95,185.84,2.54,1.43,2657.36,0.13,771.19,8,2932
1.25,2.18,6,2062.49,174.41,1.99,1.22,3340.06,0.21,949.81,9,4804
1.41,3.27,5,1847.6,169.7,0.86,1.36,2992.78,0.22,983.62,13,3594
1.18,4.79,8,2234.89,163.52,1.91,1.12,3673.63,0.14,986.77,8,1856
0.95,3.01,4,2218.13,144.57,1.74,0.92,3154.13,0.1,963.12,6,2822
3.77,21.43,6,1970.88,306.45,2.0,2.96,3305.11,0.25,1187.06,14,1624
3.21,14.51,28,2507.09,322.42,3.22,2.74,3640.33,0.18,1111.3,14,4197
1.55,1.92,1,1753.4,192.01,1.75,1.52,2112.43,0.12,706.46,8,2520
1.7,3.57,2,2070.79,214.69,2.57,1.64,4549.39,0.2,1118.88,9,1709
1.72,6.04,11,2110.06,228.66,1.47,1.62,3268.59,0.19,1091.12,10,2767
2.04,17.46,11,2200.79,219.85,3.46,1.68,3710.85,0.13,1129.16,8,3255
2.17,8.72,15,2262.36,251.92,2.03,1.98,2792.14,0.17,982.51,13,7421
1.14,0.82,1,1970.06,148.49,1.55,1.13,2209.59,0.08,793.37,9,2655
1.36,7.3,13,2293.93,161.07,1.89,1.26,3073.04,0.14,895.02,12,3106
1.82,4.59,5,2375.77,218.27,1.98,1.73,4864.79,0.12,1114.41,9,1969
2.06,8.42,8,2189.46,237.13,2.65,1.88,4476.77,0.2,1196.14,9,4224
0.86,3.05,5,2016.08,125.82,1.37,0.83,2672.52,0.09,901.9,7,2732
2.16,4.27,5,2307.08,263.06,1.91,2.07,2095.73,0.21,833.44,11,1899
1.77,5.24,11,2209.51,222.53,2.2,1.68,2976.86,0.11,1019.34,12,5664
2.98,14.06,9,2263.14,346.33,2.67,2.56,4367.84,0.2,1161.35,15,1874
1.27,3.23,1,1487.62,141.14,1.06,1.23,987.69,0.1,601.37,6,3176
1.81,14.21,26,2506.77,210.92,2.37,1.55,4437.83,0.16,1258.51,10,2108
2.24,15.0,3,1984.39,268.32,2.45,1.9,5892.74,0.2,1335.81,9,1668
1.94,5.26,2,1749.56,244.57,2.53,1.84,3393.5,0.16,1117.54,8,1445
0.83,0.0,0,1353.72,108.19,0.28,0.83,2017.75,0.06,795.32,5,1124
1.85,12.61,14,2279.19,210.09,2.19,1.61,5784.48,0.23,1361.42,9,1898
4.19,15.62,5,1946.06,415.77,3.31,3.53,3963.26,0.41,1111.44,13,3775
1.68,7.41,4,2061.8,232.36,1.52,1.56,5238.96,0.13,1260.31,12,1726
1.14,2.63,2,2106.24,154.49,1.82,1.11,3349.51,0.14,940.76,6,1756
2.69,8.76,12,2248.52,308.46,1.89,2.45,4071.28,0.25,1180.23,14,5477
4.14,22.22,8,2063.47,381.29,2.0,3.22,5718.62,0.19,1437.11,15,4084
3.06,16.07,9,1964.22,293.63,2.66,2.57,4909.49,0.23,1293.27,12,3133
