,tracker_id,solo_WinRatio,solo_Wins,solo_KillDeathRatio,solo_Rating,solo_KillsPg,solo_DamagePg,solo_HealsPg
45192,210265,0.0,2,2.05,1888.01,1.96,266.76,1.3
45193,97093,0.0,0,0.12,1186.83,0.12,18.62,0.0
45194,116156,0.0,3,2.02,1990.45,2.0,233.68,1.45
45195,37946,0.0,1,2.74,1619.66,2.67,295.47,1.33
45196,74963,0.0,2,0.8,2017.9,0.78,102.69,0.77
45197,181063,0.0,2,1.5,1900.44,1.46,173.77,1.09
45198,88817,0.0,5,1.35,2094.03,1.33,164.73,1.16
45199,204278,0.0,2,1.77,1757.47,1.62,173.81,1.04
45200,100435,0.0,4,1.8,2090.13,1.7,200.31,1.3
45201,176875,0.0,2,0.99,2221.28,0.98,121.96,1.07
45202,162874,0.0,1,1.38,1482.5,1.35,140.76,0.7
45203,185569,0.0,0,1.51,1563.16,1.51,158.29,1.2
45204,101747,0.0,2,2.65,1771.14,2.44,279.87,0.8
45205,183112,0.0,1,3.08,1567.05,2.85,289.29,1.46
45206,179660,0.0,0,1.05,1380.18,1.05,116.38,0.95
45207,98972,0.0,0,0.86,1912.04,0.86,109.95,1.71
45208,124994,0.0,2,1.43,1959.18,1.41,152.66,1.04
45209,44658,0.0,2,1.35,2030.9,1.29,171.77,1.1
45210,143352,0.0,1,1.16,1545.29,1.14,135.42,1.45
45211,177529,0.0,2,1.3,1761.09,1.2,136.19,1.0
45212,176592,0.0,2,0.8,2004.6,0.8,101.47,1.2
45213,152069,0.0,3,2.0,1941.78,1.81,235.19,1.5
45214,79286,0.0,2,1.75,1613.5,1.56,161.8,2.72
45215,83906,0.0,6,2.21,2071.55,2.09,253.53,1.9
45216,143311,0.0,1,1.68,1421.21,1.61,172.07,1.22
45217,51391,0.0,6,2.51,1848.6,2.32,249.03,2.05
45218,84468,0.0,0,3.67,1290.22,3.67,355.49,1.67
45219,50606,0.0,2,2.26,1732.52,2.05,246.68,1.52
45220,149369,0.0,2,2.0,1707.28,1.88,213.41,0.82
45221,30679,0.0,1,2.54,1670.53,2.44,269.83,1.56
45222,30256,0.0,2,1.19,1710.0,1.15,134.25,1.33
45223,183691,0.0,0,1.33,1387.59,1.33,173.27,0.5
45224,166995,0.0,1,1.78,1685.02,1.73,204.85,1.24
45225,53420,0.0,1,1.73,1672.26,1.68,181.34,1.39
45226,47305,0.0,6,1.53,1824.55,1.43,173.31,1.76
45227,203975,0.0,2,1.75,1773.49,1.65,177.02,0.88
45228,14060,0.0,0,5.5,1260.49,5.5,465.77,0.5
45229,52160,0.0,6,2.78,2176.52,2.51,279.13,1.61
45230,17026,0.0,0,2.67,1243.43,2.67,270.32,0.67
45231,44583,0.0,2,1.48,1873.65,1.4,153.21,2.24
45232,180674,0.0,0,0.37,1281.35,0.37,53.83,0.26
45233,130013,0.0,0,1.0,1213.78,1.0,55.72,1.0
45234,39336,0.0,0,0.56,2184.98,0.56,76.52,2.19
45235,92643,0.0,2,1.02,1697.0,1.0,114.8,1.12
45236,134602,0.0,0,0.83,1515.23,0.83,101.52,0.54
45237,20813,0.0,4,1.14,1871.69,1.06,139.72,0.92
45238,176728,0.0,0,1.24,1862.73,1.24,154.75,1.73
45239,134117,0.0,5,1.71,2144.41,1.6,181.51,0.78
45240,99155,0.0,1,1.1,1671.44,1.09,129.05,0.73
45241,42706,0.0,3,1.43,1982.5,1.39,164.24,1.44
45242,112410,0.0,0,0.84,1526.17,0.84,100.37,1.06
45243,127317,0.0,0,0.92,2138.67,0.92,110.99,1.36
45244,59793,0.0,2,1.22,2105.26,1.19,151.79,1.94
45245,24969,0.0,5,2.3,2221.15,2.17,259.97,0.86
45246,44130,0.0,0,1.45,1450.34,1.45,176.97,2.09
45247,1745,0.0,1,2.52,1651.1,2.44,265.58,2.06
45248,32459,0.0,2,0.94,1950.81,0.93,120.11,1.0
45249,116593,0.0,5,0.64,1609.53,0.64,82.29,0.85
45250,98020,0.0,5,1.18,2265.58,1.16,150.02,1.84
45251,61737,0.0,4,1.06,2002.24,1.04,126.32,0.8
45252,147828,0.0,2,1.8,2026.16,1.77,202.53,1.43
45253,37205,0.0,5,3.26,2112.19,2.96,319.91,1.89
45254,43075,0.0,3,2.06,2074.42,1.89,213.02,2.64
45255,35139,0.0,1,0.78,2160.83,0.77,104.26,2.62
45256,117148,0.0,2,1.29,1828.68,1.25,166.56,1.38
45257,114625,0.0,2,1.26,1653.26,1.2,136.52,0.5
45258,56569,0.0,1,0.84,2052.95,0.84,106.43,1.31
45259,99053,0.0,1,1.3,1872.04,1.29,146.29,0.91
45260,68743,0.0,1,3.75,1473.52,3.46,347.43,1.0
45261,202809,0.0,1,2.0,1442.03,1.82,224.4,0.91
45262,118733,0.0,1,2.46,1576.78,2.29,240.85,1.86
45263,220441,0.0,0,1.62,1868.8,1.62,193.3,2.03
45264,177478,0.0,2,1.06,2150.89,1.05,122.63,1.25
45265,14071,0.0,1,1.88,1701.6,1.82,207.86,1.82
45266,81767,0.0,4,0.95,2009.6,0.91,111.6,1.15
45267,16328,1.0,4,3.06,1950.07,2.45,308.58,2.0
45268,124300,1.0,2,2.62,1538.46,2.1,231.32,0.8
45269,100283,0.0,0,1.18,1461.5,1.18,128.08,1.07
45270,2464,0.0,2,1.75,2254.84,1.7,186.86,1.27
45271,83962,0.0,1,1.88,1760.2,1.8,196.35,1.24
45272,10889,0.0,7,1.05,2222.04,0.96,116.54,2.19
45273,78755,0.0,2,0.92,2168.58,0.9,119.34,1.02
45274,125576,1.0,2,2.5,1382.72,1.67,208.04,10.5
45275,176496,0.0,1,1.73,1487.93,1.58,173.26,1.08
45276,206974,0.0,2,1.78,1670.63,1.73,199.47,0.87
45277,19867,0.0,1,2.58,1740.0,2.51,259.68,1.54
45278,114078,0.0,5,1.26,2177.23,1.19,145.1,1.68
45279,115478,0.0,1,1.52,1477.32,1.46,181.75,0.96
45280,123501,0.0,1,0.67,1330.57,0.64,91.08,0.5
45281,49461,0.0,0,0.85,1430.09,0.85,100.13,0.76
45282,153633,0.0,2,0.69,1839.54,0.66,88.79,1.71
45283,191252,0.0,3,2.48,1820.81,2.26,278.61,1.82
45284,40107,0.0,15,2.9,2101.14,2.68,317.88,1.24
45285,195609,1.0,1,2.2,1322.0,1.83,192.09,0.83
45286,212375,0.0,3,1.61,2190.12,1.51,180.58,1.18
45287,104576,0.0,2,1.22,1956.3,1.18,144.69,1.37
45288,88707,0.0,0,2.5,1275.65,2.5,297.45,0.38
45289,96106,0.0,0,1.02,1643.33,1.02,141.75,1.0
45290,158882,0.0,0,0.76,1724.78,0.76,103.09,5.51
45291,119975,0.0,1,2.8,1580.03,2.55,259.19,1.45
45292,54458,0.0,4,0.8,2036.54,0.79,102.25,0.89
45293,147242,0.0,3,1.02,2187.42,1.01,125.05,1.27
45294,179923,0.0,1,1.11,1425.45,1.07,140.18,1.11
45295,132905,0.0,1,1.29,1827.43,1.28,156.79,1.66
45296,158419,0.0,0,0.17,1193.4,0.17,27.23,0.0
45297,40139,0.0,5,1.54,1663.0,1.5,169.95,0.81
45298,46097,0.0,1,5.12,1627.18,4.56,442.15,2.33
45299,153411,0.0,0,0.79,1805.72,0.79,105.99,0.8
45300,14199,0.0,1,1.16,1860.73,1.12,134.44,2.44
45301,153530,0.0,0,0.33,1178.59,0.33,16.01,0.33
45302,210618,0.0,1,1.71,1377.07,1.6,169.91,1.33
45303,179451,0.0,3,3.05,2081.69,2.83,300.5,2.29
45304,214433,0.0,5,1.23,2197.81,1.2,147.72,1.27
45305,53633,0.0,0,0.86,2035.05,0.86,121.95,1.83
45306,43725,0.0,1,1.23,1988.71,1.21,140.18,2.44
45307,60768,0.0,3,3.73,1989.22,3.45,414.12,2.08
45308,156772,0.0,1,0.57,1119.6,0.56,55.77,0.14
45309,87598,0.0,0,1.48,1592.04,1.48,180.44,1.9
45310,138768,0.0,0,1.23,1572.48,1.23,128.22,2.41
45311,94081,0.0,1,1.93,1590.31,1.9,207.75,2.2
45312,174938,0.0,0,0.33,1143.61,0.33,52.18,0.67
45313,82749,0.0,0,1.23,1379.44,1.23,145.67,0.91
45314,148322,0.0,4,1.39,2119.84,1.36,155.61,1.35
45315,156130,0.0,0,0.25,1276.65,0.25,48.23,0.0
45316,126601,0.0,2,1.68,2185.21,1.63,220.02,1.14
45317,52935,0.0,0,7.0,1246.86,7.0,682.15,2.0
45318,37333,0.0,0,0.82,1509.02,0.82,83.92,1.85
45319,88328,0.0,2,1.89,1548.28,1.71,203.01,1.33
45320,22712,0.0,4,3.33,2231.06,2.9,331.21,2.29
45321,144421,0.0,2,0.79,2032.89,0.78,106.81,0.89
45322,13009,0.0,1,0.79,1334.3,0.78,89.57,0.88
45323,123819,0.0,0,0.83,1269.97,0.83,83.7,0.5
45324,217449,1.0,1,7.0,1389.48,3.5,261.33,1.5
45325,34000,0.0,2,1.95,1580.76,1.85,211.28,1.62
45326,123658,0.0,3,1.37,1886.62,1.31,170.85,0.72
45327,67629,0.0,0,2.24,1875.36,2.24,270.27,1.6
45328,92328,0.0,0,0.79,1539.47,0.79,110.29,1.23
45329,193455,0.0,1,0.85,2055.37,0.84,113.91,1.48
45330,100438,0.0,0,0.25,1224.23,0.25,66.63,0.0
45331,197617,0.0,2,1.57,1599.21,1.43,177.02,0.91
45332,86162,0.0,0,3.0,1284.34,3.0,291.99,1.67
45333,35141,0.0,3,1.1,1871.22,1.06,115.76,0.78
45334,147195,1.0,1,3.5,1321.84,2.33,253.34,1.0
45335,107816,0.0,0,1.0,1294.7,1.0,112.85,0.25
45336,15065,0.0,1,1.1,1594.62,1.06,128.8,0.81
45337,137114,0.0,14,2.12,1879.6,1.99,221.3,1.68
45338,66771,0.0,0,1.25,1290.45,1.25,178.87,0.88
45339,81765,0.0,0,1.82,1725.68,1.82,228.61,1.39
45340,174326,0.0,2,0.71,1717.93,0.7,87.89,1.09
45341,191275,0.0,1,1.75,1524.65,1.62,160.37,0.46
45342,198649,0.0,1,1.27,1871.91,1.26,144.58,0.81
45343,98781,0.0,4,1.26,2038.71,1.23,148.59,1.62
45344,157381,1.0,1,4.5,1362.44,3.0,276.85,0.67
45345,209784,0.0,1,1.23,1681.23,1.21,152.88,1.03
45346,1299,0.0,1,1.48,2045.18,1.44,185.3,1.02
45347,167785,0.0,3,2.41,1894.98,2.19,241.27,1.75
45348,145197,0.0,2,1.29,1891.01,1.25,131.24,0.82
45349,81350,0.0,1,1.13,1818.74,1.12,144.68,1.36
45350,43173,0.0,2,1.32,1646.55,1.22,133.38,0.48
45351,77249,0.0,4,3.19,1993.61,2.96,327.75,1.42
45352,171900,1.0,3,2.31,1796.43,1.88,196.98,1.12
45353,33502,0.0,8,1.48,2288.25,1.45,176.27,2.16
45354,97851,0.0,1,2.6,1457.05,2.36,259.3,1.27
45355,44383,0.0,0,2.0,1253.07,2.0,158.19,1.0
45356,189757,0.0,1,2.0,1417.42,1.83,164.14,1.25
45357,204430,0.0,0,0.0,1190.87,0.0,100.0,0.0
45358,208327,0.0,0,2.15,1456.04,2.15,213.78,1.0
45359,25737,0.0,0,0.29,1148.21,0.29,56.17,1.0
45360,126497,0.0,0,1.04,1906.68,1.04,128.91,1.46
45361,108391,0.0,0,0.59,1503.07,0.59,72.03,0.5
45362,31543,0.0,2,1.88,2022.47,1.78,199.8,2.03
45363,208153,1.0,3,4.2,1878.05,3.23,340.12,2.85
45364,173602,0.0,1,1.2,1973.63,1.19,142.49,1.24
45365,171340,0.0,1,1.53,1572.3,1.44,165.19,6.17
45366,72895,1.0,3,4.15,1482.86,3.38,346.49,1.62
45367,98631,0.0,0,1.0,1281.0,1.0,158.03,0.0
45368,200564,0.0,3,2.27,1942.04,2.13,248.24,1.94
45369,140713,0.0,1,0.9,1494.87,0.88,118.33,0.85
45370,89612,0.0,2,1.66,1704.58,1.58,179.19,1.18
45371,57435,0.0,0,1.61,1427.33,1.61,186.73,0.44
45372,198665,0.0,7,2.6,1912.93,2.41,274.07,1.48
45373,45116,0.0,2,1.93,2470.83,1.88,221.7,1.68
45374,111155,0.0,0,0.74,1876.21,0.74,89.57,2.25
45375,166787,0.0,2,1.2,1649.09,1.15,141.54,1.26
45376,76122,0.0,1,1.35,2052.26,1.34,154.93,1.48
45377,33326,0.0,0,1.41,1442.27,1.41,163.89,0.71
45378,204951,0.0,2,1.65,2253.03,1.61,202.22,1.06
45379,215815,0.0,1,0.82,1592.01,0.79,90.25,2.38
45380,22230,0.0,0,2.0,1244.14,2.0,265.47,1.0
45381,198565,0.0,0,1.92,1432.93,1.92,228.89,1.15
45382,150824,0.0,1,1.34,1710.89,1.32,137.94,1.94
45383,53905,1.0,1,2.0,1360.59,1.5,172.85,0.75
45384,79303,0.0,1,2.13,2212.49,2.1,239.81,2.93
45385,24265,0.0,5,2.58,1966.06,2.51,284.36,1.21
45386,153676,0.0,0,1.27,1528.39,1.27,141.29,1.41
45387,82429,0.0,0,2.14,1321.96,2.14,224.25,1.21
45388,194660,0.0,0,1.65,1680.57,1.65,204.69,2.12
45389,13473,0.0,0,1.52,1949.78,1.52,179.84,1.4
45390,179244,0.0,3,1.22,1889.03,1.21,149.05,1.66
45391,69818,0.0,2,3.13,1672.57,2.76,356.71,1.71
45392,196088,0.0,0,1.06,1462.98,1.06,119.65,1.0
45393,34132,1.0,1,12.0,1411.56,6.0,553.84,1.5
45394,23310,0.0,1,2.7,1585.74,2.45,299.72,3.45
45395,39206,0.0,2,0.59,1990.17,0.58,80.31,3.68
45396,178307,0.0,0,1.12,1541.26,1.12,139.49,1.06
45397,204466,0.0,1,1.25,1894.14,1.23,149.98,0.98
45398,41024,0.0,0,0.3,1217.46,0.3,33.9,0.3
45399,102770,1.0,9,3.19,2310.85,2.68,314.51,1.12
45400,78120,0.0,3,0.87,2003.35,0.85,104.39,1.74
45401,186650,0.0,1,0.72,2196.19,0.72,98.28,1.6
45402,11954,0.0,9,3.48,2210.98,3.23,377.5,1.93
45403,151382,0.0,1,1.39,1961.77,1.37,177.21,1.75
45404,144826,0.0,1,5.75,1417.96,5.11,496.33,0.67
45405,15057,0.0,2,0.98,2023.11,0.95,121.57,0.81
45406,15730,0.0,2,2.48,1685.7,2.36,286.69,1.34
45407,185426,1.0,4,3.24,1795.95,2.72,315.42,1.56
45408,87722,0.0,1,3.5,1547.73,3.27,366.2,1.0
45409,217521,0.0,1,1.75,1884.17,1.71,192.43,1.1
45410,16401,0.0,1,4.0,1501.66,3.5,384.11,1.88
45411,76837,0.0,1,1.36,1684.31,1.32,161.39,1.78
45412,30586,0.0,3,1.62,1979.72,1.56,173.7,2.21
45413,212941,0.0,0,1.62,1454.96,1.62,183.15,1.42
45414,123853,0.0,0,0.95,2434.49,0.95,117.74,2.1
45415,185001,0.0,0,1.18,1170.57,1.18,116.77,0.27
45416,73709,0.0,6,2.4,2107.09,2.25,277.88,1.42
45417,128350,0.0,6,2.57,1789.83,2.38,275.41,2.3
45418,88529,0.0,1,1.02,1857.86,1.02,127.93,0.96
45419,119609,0.0,2,1.66,1927.77,1.6,200.61,1.29
45420,211871,0.0,4,2.38,1987.03,2.16,241.02,2.12
45421,91014,1.0,11,3.22,2114.42,2.71,283.88,1.19
45422,156065,0.0,3,1.14,2399.95,1.1,136.7,1.44
45423,103967,0.0,0,1.29,1397.35,1.29,163.38,0.58
45424,62461,0.0,1,1.75,1901.54,1.73,191.58,1.0
45425,198342,0.0,0,1.28,1312.35,1.28,145.34,0.39
45426,112556,0.0,1,1.03,1629.96,1.02,136.75,1.03
45427,178113,0.0,0,1.35,1873.48,1.35,163.05,1.29
45428,48277,0.0,0,2.33,1239.42,2.33,277.49,0.0
45429,173217,1.0,1,3.5,1321.06,2.33,213.47,2.0
45430,98725,0.0,0,1.83,1712.88,1.83,204.14,1.0
45431,208609,0.0,2,1.54,1476.64,1.33,128.38,0.93
45432,201421,0.0,2,0.66,2083.99,0.66,88.86,1.19
45433,218054,0.0,3,1.41,1809.55,1.32,150.84,1.18
45434,123538,0.0,2,1.73,1684.0,1.67,187.79,1.35
45435,33188,0.0,1,1.14,2071.52,1.14,130.72,0.93
45436,220308,0.0,1,1.08,1609.36,1.07,126.2,1.52
45437,141602,0.0,3,1.06,2367.18,1.04,123.64,1.28
45438,115814,0.0,1,1.0,1488.66,0.97,118.9,0.79
45439,178177,0.0,3,1.86,2206.07,1.79,220.74,1.13
45440,160381,0.0,0,1.3,1405.25,1.3,186.81,1.7
45441,180542,0.0,1,1.29,1506.9,1.22,138.41,0.5
45442,113450,0.0,1,1.62,1560.08,1.58,186.4,0.98
45443,88051,1.0,4,2.72,1661.46,2.23,220.31,0.82
45444,53831,0.0,1,0.87,1554.7,0.86,108.93,0.81
45445,33682,0.0,0,0.8,1206.83,0.8,155.31,1.6
45446,16399,0.0,6,2.38,1865.55,2.12,240.54,2.21
45447,209666,0.0,1,1.1,1534.44,1.08,133.43,1.58
45448,66681,1.0,4,6.33,1848.44,4.38,477.75,3.54
45449,163870,0.0,2,2.13,1767.93,2.02,226.74,1.63
45450,134002,0.0,0,1.36,1715.13,1.36,175.25,2.15
45451,206712,0.0,1,1.33,1528.03,1.27,159.29,0.91
45452,196168,0.0,0,0.47,2023.24,0.47,64.07,1.1
45453,211461,0.0,0,0.89,1407.62,0.89,110.99,1.83
45454,40982,0.0,4,3.97,1987.49,3.56,398.58,1.36
45455,186667,0.0,2,3.31,1715.94,2.87,273.97,1.67
45456,77297,0.0,2,0.84,2205.97,0.83,111.02,0.92
45457,156904,0.0,0,0.74,1605.75,0.74,93.54,1.26
45458,213665,0.0,0,1.29,1692.65,1.29,143.23,1.21
45459,214025,0.0,0,1.23,2071.62,1.23,156.97,1.24
45460,125687,0.0,0,0.41,1703.87,0.41,67.03,1.49
45461,140653,0.0,3,2.91,1928.78,2.58,289.32,1.42
45462,210025,0.0,0,1.5,1228.5,1.5,167.23,2.0
45463,83950,0.0,3,0.6,1964.57,0.59,80.01,0.83
45464,161866,0.0,4,1.88,1880.43,1.67,181.76,1.97
45465,199765,0.0,2,1.08,1742.91,1.04,131.46,1.43
45466,69247,0.0,3,1.1,2427.74,1.09,137.46,1.76
45467,156195,0.0,0,0.68,1389.98,0.68,85.33,0.69
45468,159499,0.0,5,1.64,2116.03,1.59,185.44,1.47
45469,205481,1.0,1,5.5,1405.68,4.4,450.25,0.2
45470,178838,0.0,0,2.15,1645.02,2.15,257.07,1.31
45471,162309,0.0,3,2.25,2053.07,2.16,237.92,1.11
45472,44437,0.0,1,0.99,1537.46,0.98,119.26,0.9
45473,170686,0.0,0,1.6,1238.41,1.6,160.08,0.0
45474,152173,0.0,1,1.04,2090.08,1.03,127.9,1.39
45475,176589,0.0,6,1.77,1960.58,1.69,190.28,1.37
45476,159402,0.0,0,1.09,1434.4,1.09,114.11,0.36
45477,23923,0.0,0,0.62,1809.25,0.62,86.07,1.29
45478,59663,1.0,4,4.0,1720.81,2.93,322.38,1.87
45479,190254,0.0,1,1.0,1442.46,0.91,100.85,4.18
45480,93184,0.0,3,3.03,2150.28,2.76,320.97,2.06
45481,87850,0.0,2,1.88,1815.06,1.78,192.35,1.69
45482,134365,0.0,2,4.5,1707.64,3.86,399.75,3.57
45483,216861,0.0,0,0.59,1209.2,0.59,72.66,0.83
45484,176027,0.0,0,0.6,1234.39,0.6,95.36,0.4
45485,216390,0.0,0,0.75,1522.16,0.75,94.86,0.79
45486,116519,0.0,2,0.81,2259.63,0.81,101.53,1.36
45487,66369,0.0,0,0.25,1364.69,0.25,35.17,1.25
45488,94631,0.0,1,1.15,2154.26,1.14,153.85,1.64
45489,135904,0.0,0,1.35,1448.38,1.35,148.06,2.35
45490,122081,0.0,1,1.2,2120.93,1.18,142.06,1.04
45491,219443,0.0,1,0.8,1932.46,0.79,96.11,1.0
45492,156382,0.0,5,1.97,2097.64,1.86,216.28,2.39
45493,81549,0.0,4,1.05,1870.1,0.99,125.76,1.13
45494,208608,0.0,0,1.18,1693.93,1.18,149.29,1.39
45495,134150,0.0,5,1.18,1972.8,1.12,136.44,2.56
45496,162665,0.0,0,2.86,1290.39,2.86,331.17,2.0
45497,139659,0.0,2,1.11,1707.45,1.08,128.01,1.32
45498,30500,0.0,1,2.11,1514.74,2.0,224.73,0.75
45499,218474,0.0,0,0.67,1209.25,0.67,76.0,0.0
45500,185301,0.0,3,1.7,1530.53,1.59,186.16,1.51
45501,219352,0.0,1,2.5,1567.37,2.31,267.9,2.38
45502,114997,0.0,0,2.75,1464.04,2.75,312.29,1.12
45503,38113,0.0,3,2.15,1816.82,2.0,240.98,1.14
45504,211405,0.0,1,1.67,1721.12,1.61,189.67,1.75
45505,67339,0.0,1,0.45,1383.27,0.44,56.24,1.13
45506,181484,0.0,2,1.09,1859.13,1.07,123.21,0.69
45507,120036,0.0,1,0.96,2103.99,0.94,131.53,1.99
45508,29123,0.0,6,2.1,2423.73,1.95,228.69,2.18
45509,24160,0.0,0,1.58,1375.24,1.58,182.94,2.25
45510,115652,0.0,2,1.24,2055.77,1.22,143.03,0.52
45511,112215,0.0,5,1.05,2105.38,1.05,133.73,1.41
45512,92574,1.0,3,3.31,1890.84,2.69,327.03,2.0
45513,124319,0.0,2,1.37,2083.34,1.34,162.44,1.23
45514,82653,0.0,2,1.26,2018.87,1.24,161.72,1.55
45515,41199,0.0,9,1.75,2058.17,1.7,200.71,1.66
45516,211952,0.0,4,1.8,2283.41,1.69,205.37,1.68
45517,146876,0.0,0,3.0,1423.83,3.0,318.93,1.25
45518,36247,0.0,2,1.16,1660.76,1.11,114.9,0.8
45519,137961,0.0,0,2.0,1221.74,2.0,210.82,2.0
45520,174673,0.0,1,1.77,1301.93,1.64,190.06,0.71
45521,210635,0.0,7,1.23,2338.28,1.19,160.17,1.49
45522,91245,0.0,0,0.88,1385.08,0.88,117.89,0.82
45523,118096,1.0,2,3.62,1584.43,2.9,269.97,4.6
45524,197397,0.0,0,0.6,1390.83,0.6,62.26,1.2
45525,181117,0.0,1,1.56,1908.32,1.53,197.57,1.5
45526,14094,0.0,2,0.78,1991.34,0.76,110.81,0.74
45527,28890,0.0,2,1.62,1984.33,1.58,180.13,1.06
45528,72089,0.0,4,1.0,2281.63,0.98,136.89,1.02
45529,158595,0.0,1,0.62,1513.1,0.61,79.35,0.84
45530,177881,0.0,1,1.56,1978.61,1.54,190.43,1.42
45531,152652,0.0,1,2.18,1342.57,2.0,207.91,0.5
45532,99539,0.0,0,1.86,1307.56,1.86,198.08,0.43
45533,82059,0.0,3,1.63,2166.89,1.55,191.03,1.97
45534,212341,0.0,2,2.15,1869.75,2.07,242.0,1.2
45535,162597,0.0,2,1.55,2110.11,1.53,176.22,1.13
45536,148313,0.0,1,3.83,1391.36,3.29,425.38,0.57
45537,62952,0.0,3,0.89,1670.61,0.87,110.09,0.73
45538,176505,0.0,0,0.5,1198.06,0.5,49.38,0.0
45539,35935,0.0,53,4.38,2006.96,3.8,428.41,2.64
45540,150186,0.0,0,1.1,2144.51,1.1,144.43,0.87
45541,157563,0.0,1,1.83,1428.53,1.74,189.29,1.0
45542,182432,0.0,3,2.03,1883.61,1.85,237.0,2.06
45543,45452,0.0,0,0.38,1180.37,0.38,55.18,0.62
45544,118818,0.0,0,1.0,1266.55,1.0,118.54,0.62
45545,46545,0.0,3,1.55,2260.08,1.49,180.07,1.65
45546,136706,0.0,2,2.25,1993.93,2.16,254.71,3.02
45547,67886,0.0,2,1.16,1833.02,1.13,144.58,0.85
45548,72979,0.0,1,1.05,1773.62,1.04,148.92,1.4
45549,146509,0.0,0,2.5,1226.08,2.5,221.26,0.0
45550,209425,0.0,0,0.0,1159.54,0.0,4.5,0.0
45551,219404,0.0,0,2.06,1329.13,2.06,213.47,1.31
45552,188339,0.0,2,2.74,1565.83,2.48,255.93,2.0
45553,5167,0.0,1,1.37,1882.8,1.35,158.82,0.9
45554,120810,0.0,2,1.33,2002.77,1.28,145.17,1.02
45555,77148,0.0,1,2.25,1366.19,2.0,224.99,1.0
45556,206238,1.0,4,2.58,1902.77,2.13,225.08,0.78
45557,122943,0.0,1,0.93,1633.47,0.91,91.99,1.84
45558,216956,0.0,3,1.76,2020.62,1.68,192.0,2.4
45559,119528,0.0,1,1.19,1634.86,1.16,144.92,0.76
45560,21204,0.0,2,1.06,2081.26,1.05,132.05,1.34
45561,137006,0.0,2,2.62,1930.29,2.5,270.35,1.33
45562,129591,0.0,2,0.93,2057.91,0.92,118.1,1.61
45563,159699,0.0,4,1.06,2238.67,1.05,126.64,1.21
45564,128646,0.0,0,0.65,2043.57,0.65,87.09,1.08
45565,144109,0.0,3,0.99,1908.05,0.96,125.81,1.31
45566,156839,0.0,9,1.21,1777.15,1.16,137.99,1.52
45567,196696,0.0,0,2.0,1569.52,2.0,223.05,2.16
45568,20228,0.0,4,1.33,2051.4,1.26,139.02,1.57
45569,54569,0.0,3,1.46,1919.32,1.42,161.29,0.85
45570,147103,0.0,0,1.15,1487.04,1.15,158.78,1.56
45571,219422,0.0,0,1.17,1247.93,1.17,116.9,1.0
45572,43779,0.0,0,2.33,1277.0,2.33,217.54,1.0
45573,58437,1.0,2,3.18,1695.09,2.69,284.13,0.46
45574,124678,0.0,1,0.75,2026.47,0.75,99.51,0.86
45575,158820,0.0,1,1.08,1385.02,1.04,100.67,0.62
45576,197262,0.0,0,3.4,1340.88,3.4,310.78,2.6
45577,48559,0.0,0,0.78,1837.11,0.78,101.92,0.92
45578,39278,0.0,5,1.99,1944.29,1.96,222.18,1.65
45579,7191,0.0,2,1.4,2319.16,1.39,179.71,0.52
45580,122285,0.0,7,2.63,2072.26,2.42,265.64,1.65
45581,118846,0.0,0,0.0,1246.02,0.0,40.38,1.5
45582,195496,0.0,0,0.0,1176.18,0.0,39.04,0.0
45583,215110,0.0,1,0.74,2003.56,0.73,99.1,0.4
45584,21098,1.0,1,5.0,1356.87,3.33,270.99,0.0
45585,70011,0.0,0,0.44,1881.68,0.44,62.57,3.88
45586,175455,0.0,1,1.65,1663.5,1.58,183.63,3.12
45587,159602,0.0,0,0.0,1203.03,0.0,18.29,0.3
45588,115434,0.0,0,7.0,1279.38,7.0,726.52,2.0
45589,155642,1.0,1,5.33,1409.33,4.0,443.23,1.0
45590,49561,0.0,0,3.0,1453.71,3.0,299.17,1.67
45591,98720,0.0,2,0.96,1792.76,0.94,112.12,1.07
45592,66301,0.0,9,2.71,2294.94,2.48,309.33,1.5
45593,79104,1.0,4,2.58,1792.53,1.94,184.21,0.44
45594,58612,0.0,2,1.77,1649.68,1.68,196.4,1.59
45595,51557,0.0,2,1.74,1637.62,1.64,182.36,0.45
45596,146633,0.0,3,1.37,2037.79,1.34,166.58,0.96
45597,20218,0.0,4,1.24,1989.3,1.16,126.03,1.48
45598,187195,0.0,0,1.7,1780.0,1.7,219.19,1.06
45599,211972,0.0,0,0.95,1378.49,0.95,114.15,1.02
45600,123294,0.0,3,1.8,1870.76,1.75,212.44,1.47
45601,26431,0.0,0,3.0,1246.06,3.0,335.6,3.0
45602,36517,1.0,1,4.0,1345.22,2.0,151.69,3.5
45603,117584,0.0,0,1.08,1712.08,1.08,123.19,1.96
45604,59069,0.0,0,1.0,1211.95,1.0,201.96,0.0
45605,129543,0.0,1,2.44,1990.16,2.38,244.51,1.46
45606,100220,0.0,1,0.34,2219.85,0.34,49.21,1.1
45607,80299,1.0,2,2.67,1450.21,2.18,268.72,0.55
45608,118464,0.0,0,1.7,1745.92,1.7,193.46,0.97
45609,104135,0.0,2,1.66,1814.2,1.59,179.97,0.93
45610,23142,0.0,4,3.61,1899.17,3.07,315.05,2.07
45611,112865,0.0,1,1.22,1710.66,1.21,132.76,2.13
45612,155192,0.0,0,1.27,1623.5,1.27,146.51,0.7
45613,29019,0.0,3,2.14,2138.39,1.94,208.43,2.16
