solo_Wins,solo_DamagePg,solo_HealsPg,solo_KillsPg,solo_WinRatio
2,98.66,1.92,0.74,1.27
2,227.3,1.42,1.86,2.35
1,107.38,1.48,0.78,0.4
1,358.75,2.0,3.4,10.0
1,349.99,1.63,3.16,5.26
3,186.96,1.69,1.6,3.85
0,663.12,1.0,5.0,0.0
2,505.24,2.5,5.12,25.0
5,205.32,0.81,1.77,6.33
25,281.95,2.07,2.27,9.12
5,140.17,2.0,1.14,3.45
1,205.16,0.57,2.0,14.29
4,249.46,1.59,2.22,6.9
6,260.37,0.98,1.94,12.77
14,392.02,1.48,3.4,23.33
1,338.85,0.75,3.12,12.5
0,140.0,1.39,1.16,0.0
2,118.5,1.12,0.88,3.45
1,201.41,1.92,1.68,4.0
1,161.62,1.17,1.5,16.67
14,184.51,0.98,1.47,2.72
0,0.0,1.0,0.0,0.0
1,183.35,1.5,1.67,16.67
2,333.38,1.96,2.92,8.33
8,169.41,2.08,1.35,6.15
2,132.14,1.35,0.97,1.09
0,232.44,0.83,2.11,0.0
4,230.27,1.3,1.88,5.48
1,215.59,0.79,1.91,2.94
1,129.58,1.39,0.98,0.81
3,137.78,1.39,1.01,1.96
2,488.15,4.5,4.5,33.33
9,538.69,1.58,5.35,34.62
6,287.32,2.4,2.56,10.53
2,257.04,0.96,2.25,7.14
3,237.34,2.3,2.12,4.48
2,154.24,1.0,1.36,3.77
6,266.44,1.48,2.4,12.0
9,149.46,1.47,1.19,3.26
4,158.69,1.15,1.41,4.94
9,222.2,1.74,1.67,6.38
8,324.32,3.46,2.77,15.38
0,405.65,0.7,3.7,0.0
12,184.67,1.9,1.7,11.32
2,287.25,0.89,2.37,10.53
1,468.59,1.73,4.27,9.09
0,195.42,1.14,1.7,0.0
5,208.07,1.27,1.77,8.93
20,269.98,1.6,2.18,10.47
3,282.41,1.42,2.58,25.0
0,140.29,1.4,1.25,0.0
6,481.22,1.45,4.3,6.38
0,241.11,1.64,2.0,0.0
0,119.11,1.0,1.0,0.0
18,171.44,1.36,1.44,2.75
16,530.98,1.56,4.81,25.4
0,218.94,1.21,1.88,0.0
2,257.88,1.32,2.18,9.09
17,233.86,2.1,2.03,10.18
10,272.13,1.55,2.39,7.3
27,211.36,2.56,1.69,4.62
7,348.61,4.01,2.94,10.45
3,147.71,2.62,1.54,23.08
4,120.83,1.23,0.96,1.32
2,152.21,1.25,1.28,1.85
2,113.86,0.72,0.9,0.45
2,269.52,1.67,2.0,7.41
1,301.96,1.6,2.2,20.0
5,170.94,1.62,1.39,1.19
6,236.82,1.24,2.0,6.12
5,318.32,1.62,2.72,6.17
5,115.44,1.23,0.85,3.4
3,332.65,2.64,2.96,6.67
7,135.94,0.84,1.11,2.69
1,139.88,0.73,1.3,3.03
1,145.3,0.67,1.27,2.04
3,233.49,2.0,2.25,15.0
0,66.67,0.0,0.67,0.0
0,187.93,1.04,1.59,0.0
16,238.08,1.91,1.98,5.99
2,89.7,2.17,0.69,0.79
12,199.35,1.08,1.71,5.85
19,399.93,2.09,3.34,7.88
1,154.93,1.62,1.22,1.28
21,232.25,1.61,1.9,7.14
7,103.62,0.62,1.01,9.09
18,224.54,1.88,1.98,8.78
7,201.32,1.79,1.71,5.56
2,159.76,1.38,1.25,5.0
14,645.06,0.96,6.54,29.17
0,0.0,0.0,0.0,0.0
1,256.45,2.25,2.25,25.0
0,80.69,1.02,0.62,0.0
11,367.43,1.35,3.4,11.96
3,204.44,1.99,1.68,3.53
3,332.89,3.3,2.83,13.04
5,215.4,1.62,1.6,10.64
0,186.94,1.72,1.5,0.0
0,0.0,0.0,0.0,0.0
9,206.11,1.68,1.72,7.76
6,207.21,1.48,1.8,3.73
2,213.45,1.03,1.91,5.71
4,223.2,1.47,1.86,4.35
1,363.14,0.93,2.93,3.45
8,306.05,1.23,2.71,9.76
4,97.59,1.98,0.7,1.09
1,253.35,0.74,2.0,2.63
4,144.79,1.43,1.14,4.44
6,248.13,1.62,2.21,5.17
6,137.55,1.08,1.07,2.76
4,140.26,1.68,1.2,3.85
12,394.9,4.38,3.69,25.0
11,285.08,2.55,2.28,9.65
2,275.01,2.22,2.27,3.12
1,274.92,0.57,2.0,14.29
6,175.67,1.6,1.43,3.73
3,146.0,2.14,1.2,3.75
3,109.33,1.11,0.9,1.7
3,110.33,0.83,0.91,1.03
22,284.68,1.98,2.23,18.33
4,225.95,1.36,2.1,10.26
5,159.65,1.84,1.36,6.17
1,355.28,2.09,3.18,9.09
0,147.69,1.32,1.19,0.0
1,318.1,2.72,2.67,5.56
3,296.3,1.31,2.51,8.57
0,125.86,1.11,1.03,0.0
2,132.77,7.0,1.12,25.0
1,677.08,3.0,6.5,50.0
1,264.61,1.68,2.42,2.63
2,351.7,1.44,3.22,22.22
6,57.02,1.56,0.48,7.32
1,313.03,1.94,2.75,6.25
1,191.49,1.36,1.62,2.22
3,157.73,1.84,1.33,2.04
1,368.46,2.4,3.6,20.0
0,289.01,1.94,2.59,0.0
3,162.79,1.65,1.31,2.46
1,167.29,1.6,1.43,1.11
7,252.7,1.72,2.12,5.38
29,200.56,3.53,1.65,8.71
8,189.03,1.54,1.63,3.92
5,345.85,1.85,3.04,19.23
24,191.68,1.93,1.63,1.59
2,1568.77,0.0,16.0,66.67
1,272.89,0.5,2.5,50.0
4,124.53,2.22,0.93,1.64
2,300.2,1.39,2.55,6.45
4,204.72,1.66,1.62,2.12
7,161.38,1.43,1.36,0.99
2,120.25,1.22,0.97,1.72
4,161.83,1.88,1.28,1.79
0,118.9,0.76,0.93,0.0
4,271.06,0.97,2.3,10.81
3,197.2,1.22,1.73,2.03
0,164.88,0.33,1.67,0.0
6,250.78,1.23,2.17,12.77
4,118.3,1.87,0.94,2.56
2,441.41,1.92,4.17,16.67
1,257.65,1.21,2.33,4.17
4,328.47,1.53,2.64,5.71
4,243.03,1.29,1.94,4.04
10,165.94,0.99,1.32,4.22
3,349.37,2.31,2.9,7.14
11,269.92,1.95,2.42,11.22
4,220.28,1.17,1.78,9.76
10,203.1,1.48,1.74,5.62
15,206.56,1.67,1.73,8.02
1,1099.26,7.0,8.0,100.0
2,287.01,2.82,3.0,18.18
1,182.85,0.62,1.69,6.25
9,279.35,1.86,2.43,24.32
9,209.43,1.86,1.75,8.74
0,250.92,1.0,2.0,0.0
1,187.65,2.38,1.7,2.0
3,177.67,1.59,1.54,5.08
4,111.24,1.34,0.78,1.6
6,160.51,1.45,1.25,1.49
2,383.23,2.88,3.88,25.0
1,205.65,1.51,1.6,0.83
1,266.99,0.17,2.33,16.67
2,421.58,2.0,4.0,22.22
0,242.66,2.67,2.33,0.0
1,184.24,0.79,1.51,2.13
2,145.35,1.43,1.17,8.7
0,178.17,1.56,1.51,0.0
0,227.51,0.67,1.78,0.0
2,168.83,1.17,1.4,1.5
1,143.32,1.5,1.21,1.39
0,163.86,1.69,1.38,0.0
0,137.13,0.8,0.95,0.0
1,157.14,1.06,1.27,0.79
0,294.47,1.0,2.67,0.0
2,127.69,1.21,1.03,3.17
15,182.22,5.02,1.47,17.24
2,293.25,1.25,2.62,25.0
2,394.36,2.4,3.6,40.0
10,371.02,1.52,3.37,19.23
25,335.89,1.99,2.9,7.02
8,110.91,1.18,0.85,1.72
1,275.44,0.93,2.64,7.14
9,189.39,1.28,1.7,4.27
0,0.0,0.0,0.0,0.0
7,445.3,2.04,4.27,26.92
3,283.72,0.86,2.54,8.57
2,218.34,1.18,1.83,2.27
2,216.23,1.58,1.76,3.39
9,294.05,1.33,2.69,17.31
1,137.7,1.12,1.12,0.96
14,249.41,1.56,2.09,7.61
2,585.9,2.4,6.0,40.0
8,292.76,1.93,2.41,5.84
4,183.09,1.42,1.63,1.96
25,288.79,1.81,2.43,5.87
1,210.34,1.39,1.94,2.78
10,101.85,1.49,0.83,4.55
5,100.81,0.89,0.78,1.14
7,199.03,1.84,1.57,5.98
1,314.94,0.5,3.5,50.0
10,140.98,1.65,1.13,3.22
63,364.62,1.46,3.32,5.19
1,159.49,1.08,1.24,1.2
1,351.42,1.21,3.29,4.17
4,500.86,0.62,4.75,50.0
1,216.45,1.7,1.65,1.52
5,306.51,0.87,2.64,11.11
0,207.71,2.67,2.0,0.0
0,250.32,2.0,2.0,0.0
0,124.7,1.37,0.96,0.0
6,93.36,1.41,0.74,1.4
0,294.35,1.0,2.87,0.0
7,136.59,1.72,1.14,3.47
15,183.04,2.12,1.47,3.8
8,270.62,2.47,2.47,17.78
4,202.72,2.54,1.61,4.76
6,122.88,1.87,0.96,1.78
2,157.01,1.02,1.33,0.68
2,138.88,1.63,1.13,0.8
3,238.08,0.94,2.06,17.65
8,204.66,1.87,1.69,6.56
8,335.13,2.45,2.98,10.0
0,232.51,2.27,1.98,0.0
2,128.09,1.28,0.98,0.77
8,372.47,2.29,3.26,23.53
5,299.4,1.29,2.65,16.13
0,304.51,0.33,2.67,0.0
1,193.37,2.41,1.56,1.52
3,162.38,1.57,1.27,1.75
6,172.12,1.15,1.51,3.53
3,205.95,1.88,1.82,3.12
1,122.58,0.79,1.0,0.75
1,884.13,1.0,8.0,100.0
5,284.49,1.25,2.49,9.8
0,287.82,5.0,1.0,0.0
0,135.93,1.89,1.33,0.0
3,199.75,0.91,1.65,3.66
3,199.64,3.54,1.82,5.26
0,225.41,1.33,2.33,0.0
1,212.53,1.57,1.89,1.89
15,201.1,2.22,1.72,7.98
5,283.05,1.34,2.44,10.0
6,190.81,1.26,1.48,4.26
4,153.68,1.28,1.26,3.96
25,249.66,1.7,2.09,9.8
12,261.05,1.5,2.22,13.04
44,279.07,3.9,2.37,14.43
5,179.2,1.29,1.38,4.31
6,192.65,1.28,1.66,3.33
0,245.53,0.76,2.1,0.0
0,247.72,1.62,2.06,0.0
10,106.05,1.41,0.83,5.59
8,470.6,3.11,4.19,22.22
14,271.97,1.55,2.33,7.49
2,798.03,3.17,6.67,33.33
1,221.07,1.09,1.82,9.09
2,305.51,3.33,2.67,16.67
3,220.45,1.33,2.05,14.29
7,186.01,1.53,1.56,3.24
6,153.87,1.73,1.34,4.55
2,278.95,1.0,2.6,40.0
9,142.04,0.79,1.16,3.54
7,255.8,1.43,2.25,13.21
6,215.47,3.27,1.73,7.14
2,125.56,1.0,1.15,15.38
0,132.32,1.44,1.18,0.0
2,279.57,0.93,2.87,13.33
4,299.04,1.8,2.49,8.16
1,213.42,1.81,2.07,3.7
2,273.62,1.88,2.47,11.76
0,100.84,0.0,0.75,0.0
16,290.35,2.0,2.52,5.06
0,238.0,1.33,2.33,0.0
10,156.67,1.34,1.3,1.06
1,97.53,1.26,0.78,0.65
5,265.28,1.55,2.3,7.46
13,303.61,1.14,2.84,22.81
6,202.42,0.95,1.6,5.45
0,183.05,1.56,1.6,0.0
0,177.23,1.31,1.58,0.0
2,292.63,0.62,2.56,12.5
6,186.63,1.26,1.59,2.62
0,131.88,0.36,1.07,0.0
2,185.36,1.08,1.6,4.0
0,0.0,5.0,0.0,0.0
3,203.0,2.57,1.77,1.89
7,234.54,2.08,2.0,14.0
4,164.68,1.21,1.48,6.35
21,231.83,1.54,1.92,4.01
11,274.84,1.18,2.37,6.43
5,202.76,2.32,1.68,11.36
8,202.15,2.31,1.64,3.6
1,189.64,1.0,1.61,1.35
5,173.68,2.04,1.49,3.62
0,267.28,0.8,2.5,0.0
1,235.91,4.05,1.95,2.44
7,264.1,1.42,2.53,10.94
4,710.45,3.2,7.0,80.0
5,140.77,1.09,1.17,4.42
2,104.56,1.1,0.89,1.0
3,402.25,2.5,3.83,50.0
0,203.89,1.25,1.77,0.0
4,236.91,1.08,2.08,10.81
12,113.41,8.03,1.0,7.79
2,240.17,2.06,2.18,11.76
3,136.44,1.57,0.98,1.33
4,190.8,1.43,1.73,5.33
3,146.16,1.6,1.09,1.08
1,165.74,0.62,1.5,12.5
1,398.47,4.57,3.57,14.29
3,516.88,1.25,5.75,75.0
22,323.74,2.13,2.72,11.0
29,238.56,1.4,1.98,11.98
2,225.22,0.94,1.89,4.26
2,346.39,1.29,3.29,11.76
1,142.08,1.29,1.23,0.87
2,69.58,1.18,0.48,0.74
8,236.77,1.93,2.02,8.33
4,297.73,1.63,2.76,8.7
2,462.99,2.33,4.67,66.67
5,98.5,1.89,0.79,2.49
4,131.54,1.37,1.06,2.03
7,824.52,0.87,7.2,46.67
1,161.95,1.05,1.32,1.19
13,167.54,1.44,1.43,1.8
0,162.07,1.71,1.43,0.0
4,122.07,1.16,0.98,1.96
6,304.43,1.41,2.83,14.63
5,393.26,0.96,3.61,21.74
4,162.39,1.44,1.41,4.6
14,162.8,1.52,1.29,3.15
5,239.15,1.57,2.17,7.14
1,202.82,2.25,1.62,12.5
0,146.16,1.82,1.12,0.0
1,266.24,0.75,2.33,8.33
2,216.53,1.57,2.14,28.57
5,330.26,1.93,2.98,11.9
4,237.99,1.38,1.98,7.55
3,177.84,0.92,1.48,3.57
1,344.54,2.5,3.25,25.0
1,142.8,2.36,1.27,9.09
5,272.27,1.94,2.43,14.29
9,196.33,2.05,1.61,1.75
5,257.66,1.33,2.33,11.63
5,258.14,1.55,2.06,16.13
2,195.11,1.12,1.7,3.51
2,250.98,1.23,2.62,15.38
5,328.36,4.63,3.0,26.32
0,174.96,1.5,1.0,0.0
3,152.83,0.86,1.16,2.44
2,398.41,0.33,4.0,66.67
2,221.04,2.17,1.92,3.08
3,612.15,2.43,5.71,42.86
2,223.03,1.41,1.98,3.03
2,155.24,1.28,1.24,1.89
28,253.61,2.24,2.18,9.66
0,170.01,1.08,1.46,0.0
0,129.45,0.95,1.04,0.0
13,304.85,1.8,2.66,7.78
4,476.22,2.93,4.07,28.57
9,178.41,4.28,1.39,2.16
2,149.79,1.67,1.11,0.87
5,228.48,1.44,1.86,5.68
2,266.88,1.5,2.25,25.0
2,95.5,1.23,0.67,0.5
4,251.1,1.16,2.16,8.0
4,288.17,2.1,2.54,6.78
8,249.06,1.77,1.99,11.27
8,166.97,1.87,1.42,1.87
0,262.53,0.67,2.33,0.0
9,129.99,1.13,1.07,3.69
1,93.78,1.54,0.77,0.42
5,292.99,0.84,2.76,13.51
0,109.54,0.67,1.08,0.0
3,315.0,1.3,2.94,9.09
2,186.12,2.02,1.58,2.38
4,163.56,1.61,1.41,2.76
2,472.65,1.83,4.33,33.33
3,249.25,0.62,2.15,2.97
2,384.13,2.2,3.6,40.0
8,196.42,1.55,1.69,5.23
4,312.4,1.77,2.73,13.33
24,260.19,1.89,2.11,9.64
6,109.16,1.59,0.88,1.34
4,337.51,1.7,2.99,2.76
13,180.48,1.31,1.44,2.81
7,234.13,1.44,2.07,9.86
10,472.13,1.53,3.71,16.95
3,177.47,0.97,1.52,3.26
53,204.98,2.32,1.73,14.8
3,205.04,1.05,1.82,5.26
2,119.85,0.91,0.87,0.9
36,378.12,2.09,3.22,17.14
6,116.05,1.14,0.94,0.88
0,201.69,0.92,1.72,0.0
5,305.94,1.3,2.48,9.26
3,125.27,1.96,1.11,2.14
8,270.58,2.26,2.42,14.04
6,210.0,1.65,1.74,9.09
5,162.62,1.49,1.38,2.53
2,339.68,0.5,3.17,11.11
0,180.9,1.6,1.42,0.0
7,210.99,1.06,1.77,2.14
36,290.59,1.1,2.48,19.67
0,59.57,0.56,0.56,0.0
1,172.36,0.83,1.37,0.37
3,178.32,2.23,1.51,3.23
2,258.87,1.33,2.29,3.03
1,318.66,2.0,3.5,50.0
2,163.88,2.2,1.4,10.0
4,234.33,1.35,1.98,7.41
23,501.57,2.31,4.62,19.66
3,105.36,1.98,0.75,2.17
1,317.44,0.71,3.29,14.29
6,148.03,1.09,1.27,2.04
1,271.49,1.27,2.27,3.33
4,117.79,0.99,0.92,1.19
1,220.8,1.51,1.81,1.11
22,189.89,2.15,1.57,8.59
2,127.58,1.73,0.99,2.35
7,267.9,0.91,2.41,12.96
2,183.28,1.77,1.4,5.71
1,149.78,0.5,1.17,2.17
1,232.15,1.0,2.0,25.0
4,310.89,1.93,2.73,4.49
6,437.36,2.13,3.93,7.32
1,153.45,1.99,1.29,1.33
2,208.41,0.5,2.1,20.0
1,119.97,0.88,0.95,0.38
25,281.41,1.77,2.48,8.33
30,251.34,1.24,2.09,3.18
28,419.4,1.99,3.79,28.0
2,230.36,2.0,2.09,9.09
0,252.53,2.88,2.25,0.0
5,115.78,1.46,0.91,4.5
1,153.41,1.62,1.35,2.94
2,128.89,3.15,1.03,1.98
6,155.86,1.81,1.35,2.25
1,202.16,0.94,1.59,3.12
4,124.78,1.59,0.97,2.15
2,178.61,0.72,1.64,5.56
0,175.55,1.95,1.55,0.0
2,168.65,1.65,1.3,8.7
8,265.91,1.97,2.21,6.84
1,329.66,0.78,2.89,11.11
7,394.94,0.67,3.72,8.14
2,153.38,0.92,1.27,3.92
2,171.54,1.81,1.48,2.41
7,288.16,1.32,2.52,14.0
1,193.57,0.77,1.57,1.79
12,227.19,1.76,1.97,3.83
2,377.73,1.98,3.07,4.44
1,320.72,1.38,2.62,12.5
3,391.3,1.5,3.29,21.43
3,124.57,2.07,0.99,3.12
5,223.61,1.51,1.86,4.5
0,133.03,1.12,1.06,0.0
12,309.96,1.52,2.66,14.63
1,254.53,1.92,1.86,2.7
11,187.76,1.67,1.62,8.94
1,116.01,0.65,0.99,0.25
3,113.73,1.5,0.86,1.86
5,151.29,1.69,1.23,6.49
27,295.06,2.01,2.54,9.31
1,132.92,1.38,1.12,12.5
0,169.7,1.59,1.46,0.0
3,191.1,2.08,1.66,2.97
2,166.32,1.18,1.39,1.6
2,134.41,1.36,1.05,1.43
1,110.44,1.21,0.93,1.64
5,144.09,1.39,1.19,5.62
4,233.51,5.66,1.9,9.76
3,179.94,1.26,1.43,4.62
13,173.85,1.68,1.41,2.81
2,228.84,1.62,1.85,1.45
15,140.32,1.19,1.09,4.53
1,286.03,0.0,3.0,50.0
2,152.77,1.83,1.25,1.39
17,322.4,1.72,2.93,12.23
2,240.68,2.1,1.92,5.0
2,152.17,1.6,1.33,3.45
3,277.46,1.1,2.66,7.32
2,172.19,1.38,1.41,2.15
6,174.46,1.34,1.43,1.21
1,169.26,1.8,1.32,0.9
3,131.92,1.91,0.98,3.26
2,490.26,0.62,4.85,15.38
10,277.66,1.68,2.43,8.33
7,96.48,1.52,0.72,1.05
3,130.79,1.61,1.04,1.5
0,0.0,0.0,0.0,0.0
5,258.65,1.4,2.22,7.69
2,189.08,2.2,1.67,3.7
4,153.5,1.29,1.22,2.13
1,289.05,1.21,2.86,7.14
1,104.66,1.63,0.76,0.25
6,176.0,1.77,1.41,3.82
1,117.07,1.68,0.89,1.52
1,211.46,1.19,1.68,1.3
0,257.95,1.78,2.19,0.0
1,169.13,1.65,1.56,1.19
1,341.9,0.75,3.33,8.33
7,210.1,1.56,1.88,7.69
3,185.17,1.61,1.78,4.48
11,447.33,1.6,3.95,7.14
8,491.95,1.97,4.92,21.62
5,244.6,1.6,2.0,5.75
8,291.31,2.58,2.56,16.0
0,73.67,2.4,0.4,0.0
18,171.48,1.48,1.25,4.48
0,182.83,1.56,1.56,0.0
3,241.88,1.07,2.0,6.82
10,140.59,1.65,1.23,8.47
4,314.77,1.57,2.83,6.9
7,295.63,1.93,2.48,9.33
7,216.89,1.7,1.83,4.07
1,235.03,1.56,1.8,2.0
1,613.61,0.5,7.5,50.0
2,147.38,1.71,1.2,3.92
4,285.52,4.02,2.42,8.33
2,884.4,5.0,9.5,100.0
6,363.58,1.67,3.18,8.22
0,138.64,1.33,1.33,0.0
5,420.9,2.01,3.94,6.1
0,244.85,1.0,2.22,0.0
9,432.82,1.77,3.98,20.93
3,153.57,1.18,1.27,2.11
1,145.31,0.6,1.4,20.0
0,138.06,2.18,1.2,0.0
2,229.84,1.69,2.12,3.92
27,555.75,1.25,4.7,20.77
3,203.51,1.74,1.87,13.04
1,174.18,0.79,1.43,7.14
19,314.99,1.59,2.49,8.72
5,204.03,1.24,1.61,3.82
19,370.54,1.58,3.32,10.73
1,310.37,1.53,2.64,2.13
2,244.77,1.48,2.13,6.45
1,301.82,2.09,2.75,3.12
10,177.14,1.98,1.37,2.71
3,122.8,1.13,1.0,0.93
6,107.92,1.57,0.8,2.28
6,476.95,0.45,4.65,30.0
1,467.43,1.5,6.0,50.0
6,174.9,2.5,1.32,5.13
40,332.46,1.94,2.76,9.69
1,188.75,1.88,1.7,2.33
2,226.31,1.43,1.64,2.67
0,278.19,2.15,2.15,0.0
3,505.74,0.39,4.5,16.67
30,300.24,1.68,2.51,10.53
8,238.55,1.06,2.1,3.15
1,127.35,1.22,1.02,1.56
4,214.64,1.08,1.83,3.36
9,121.14,0.82,0.98,4.55
6,255.81,1.71,2.28,5.94
5,261.8,1.16,2.3,13.51
5,215.46,1.8,1.86,7.58
17,461.9,1.55,4.11,14.41
0,226.62,1.63,2.03,0.0
1,134.61,1.61,1.12,0.73
0,126.7,0.0,1.0,0.0
3,226.0,0.85,2.1,7.69
12,217.38,3.13,1.68,8.28
1,278.17,1.19,2.38,3.85
2,101.39,1.08,0.92,3.39
1,99.01,1.06,0.87,1.49
2,163.79,0.9,1.34,1.49
1,630.69,1.5,5.33,16.67
0,428.23,1.44,4.33,0.0
4,208.4,1.11,1.73,3.81
2,342.06,1.56,3.24,8.0
10,181.92,1.81,1.44,1.87
1,178.52,3.33,1.5,16.67
7,249.61,1.8,2.2,13.73
1,961.47,0.0,9.33,33.33
2,246.43,1.72,2.33,11.11
7,286.21,2.64,2.69,15.56
46,533.49,2.2,4.9,10.22
0,111.62,1.34,0.87,0.0
2,111.1,0.91,0.87,0.99
3,175.91,1.16,1.59,3.19
3,163.92,2.96,1.58,11.54
27,204.34,1.79,1.62,4.92
10,217.01,2.21,1.8,10.53
1,702.92,2.0,7.5,50.0
4,413.51,2.35,3.35,7.41
2,196.37,1.46,1.67,1.26
5,284.37,1.5,2.61,17.86
1,277.62,0.92,2.42,8.33
5,201.29,1.16,1.65,11.63
4,113.76,1.41,0.83,1.47
2,311.51,2.78,2.67,22.22
4,175.28,1.47,1.45,6.45
8,282.89,0.88,2.35,15.38
2,113.28,0.9,0.87,0.61
1,304.68,1.62,2.62,4.76
4,193.2,1.8,1.7,5.8
6,231.69,1.17,2.04,11.32
1,154.76,1.66,1.24,1.14
3,141.99,1.03,1.13,2.29
0,4.5,0.0,0.0,0.0
1,210.19,3.38,2.06,6.25
2,110.4,0.94,0.84,0.89
3,180.67,0.85,1.56,5.45
0,525.58,1.5,4.5,0.0
12,186.98,1.52,1.47,6.09
2,284.75,0.71,2.79,14.29
5,214.92,1.62,1.74,4.5
18,246.29,1.54,1.92,9.0
3,258.71,2.46,2.31,23.08
4,218.45,2.11,1.91,7.02
1,344.69,1.25,3.75,25.0
5,190.47,1.55,1.66,10.64
5,249.37,1.98,2.04,9.62
2,133.03,1.06,1.17,1.01
13,145.03,1.62,1.14,7.07
4,189.57,2.05,1.52,2.45
1,144.14,1.23,1.28,1.67
27,396.37,2.18,3.52,13.11
0,119.84,0.57,0.71,0.0
3,213.83,1.01,1.93,4.17
3,143.65,1.28,1.12,1.41
5,192.28,1.65,1.62,3.73
2,375.7,1.06,3.61,11.11
20,200.59,2.16,1.66,5.59
2,170.96,1.48,1.33,4.76
2,162.38,1.26,1.43,1.9
0,112.17,0.93,0.96,0.0
18,224.92,1.4,1.92,3.34
1,540.02,2.33,5.67,33.33
2,260.29,1.33,2.11,5.56
6,192.91,1.82,1.52,4.62
2,142.52,2.38,1.09,4.26
4,235.76,1.17,2.02,8.7
15,170.88,1.02,1.5,12.0
2,123.66,0.71,0.99,1.47
7,291.78,8.0,2.66,11.48
3,413.44,1.35,3.9,15.0
1,95.85,1.74,0.77,0.98
5,190.19,2.88,1.6,10.42
5,138.58,1.54,1.07,0.94
2,237.14,0.44,1.78,22.22
7,175.98,1.78,1.48,5.47
8,188.81,1.46,1.62,3.51
5,144.18,1.9,1.2,2.7
4,152.58,1.65,1.14,4.04
0,209.96,2.5,2.0,0.0
16,253.19,1.48,2.04,6.9
3,492.52,1.45,4.64,13.64
1,277.22,1.3,2.43,1.89
2,208.3,1.28,1.86,6.9
8,328.09,2.0,2.7,7.34
3,245.64,2.0,2.0,10.71
4,142.48,1.63,1.08,4.21
2,261.78,2.33,2.33,13.33
3,119.65,1.17,1.06,3.57
3,245.67,1.19,2.17,5.56
7,448.46,1.48,4.3,15.91
1,170.63,1.85,1.49,0.8
5,246.22,2.23,1.92,7.81
7,133.21,1.35,1.02,0.76
0,381.16,6.4,4.2,0.0
4,643.17,2.62,6.12,50.0
1,406.29,3.0,3.5,50.0
4,257.97,1.8,2.44,16.0
3,198.67,2.73,1.63,5.88
12,148.12,1.4,1.21,5.17
2,136.57,0.59,1.13,2.41
11,143.31,2.28,1.27,7.53
2,167.16,1.92,1.45,5.26
4,161.8,1.49,1.44,3.42
2,244.09,0.87,2.26,5.26
1,114.22,1.13,0.95,0.61
2,172.71,1.42,1.39,1.83
2,151.78,1.96,1.32,3.57
1,253.21,1.56,2.12,2.44
3,111.65,1.31,0.89,0.69
0,164.88,1.33,1.67,0.0
2,243.87,1.41,2.1,2.0
0,214.8,1.56,1.75,0.0
1,232.46,1.3,2.15,5.0
3,286.94,1.17,2.39,13.04
1,179.84,0.69,1.48,1.3
0,202.22,3.49,1.8,0.0
1,357.21,2.2,3.6,20.0
0,123.48,1.67,1.06,0.0
2,247.75,0.79,2.28,6.9
5,182.47,1.55,1.72,9.43
1,280.02,0.93,2.52,3.7
2,254.87,2.11,2.34,1.56
3,215.63,1.12,1.87,3.03
4,215.98,1.88,1.86,7.14
1,455.41,1.12,4.31,6.25
3,316.83,0.85,2.9,6.25
6,149.08,0.71,1.22,3.82
19,146.44,1.4,1.14,3.44
1,298.37,1.14,2.86,14.29
7,164.73,1.13,1.4,2.67
0,105.87,1.34,0.78,0.0
4,242.82,1.29,2.35,23.53
3,141.06,1.14,1.13,2.86
4,127.75,1.63,1.0,1.47
9,303.41,2.39,2.68,11.69
19,235.09,1.25,2.02,7.88
31,204.62,1.68,1.61,5.97
2,341.04,2.25,3.0,10.0
2,139.37,1.46,1.2,0.53
2,205.57,1.82,1.71,3.64
7,358.67,1.22,3.32,11.67
1,257.87,1.08,2.77,7.69
1,146.36,1.65,1.26,0.62
0,140.09,1.17,1.17,0.0
7,98.31,1.48,0.78,1.47
2,538.85,2.31,4.92,15.38
4,249.29,1.25,2.3,10.0
4,253.88,1.7,2.36,12.12
0,200.12,1.18,1.71,0.0
0,358.5,3.0,2.33,0.0
1,193.89,0.86,1.77,1.75
2,198.57,1.64,1.57,2.3
13,166.84,2.75,1.38,3.94
4,286.72,2.46,2.44,8.33
0,215.23,3.67,1.75,0.0
0,608.05,1.0,6.0,0.0
1,257.91,1.64,2.27,9.09
18,555.71,1.51,5.21,22.5
2,176.9,1.67,1.55,6.06
2,268.48,2.73,2.47,13.33
4,182.38,1.19,1.45,1.75
9,200.78,1.05,1.73,4.05
2,382.81,1.57,3.43,28.57
3,148.13,1.0,1.18,1.83
5,161.77,2.06,1.34,5.56
3,228.22,1.25,2.17,12.5
5,207.34,1.9,1.78,8.47
4,483.19,0.79,4.68,21.05
2,354.15,1.77,3.27,6.67
20,253.1,1.21,2.25,14.08
4,312.74,1.77,2.5,15.38
2,139.91,0.77,1.08,2.0
12,144.39,3.32,1.04,3.02
0,207.21,0.0,2.0,0.0
1,184.76,3.15,1.57,2.13
15,187.35,5.51,1.54,9.93
13,273.09,1.35,2.15,14.61
2,137.34,3.04,1.04,8.7
0,179.76,0.77,1.62,0.0
1,150.43,1.93,1.25,0.68
23,378.96,2.03,3.56,10.18
2,175.45,1.6,1.37,2.67
2,206.88,1.38,1.68,3.77
44,397.49,1.71,3.52,7.69
8,192.35,2.33,1.42,1.53
1,202.39,1.32,1.62,1.89
10,327.36,1.72,2.85,5.85
